Date,Close_Ratio_1,Trend_1,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_21,Trend_21,Close_Ratio_63,Trend_63
2012-08-17,1.0,0.0,0.9789310996771474,0.0,0.9329088719826273,1.0,0.8316874604981835,6.0,0.6874813580303085,24.0
2012-08-20,1.0,1.0,1.0245775986929633,1.0,0.9954233500803388,2.0,0.8897853011053098,7.0,0.7279725229714435,25.0
2012-08-21,1.0,0.0,0.9782997094762796,1.0,0.9648504215299991,2.0,0.8696479097154065,7.0,0.7018478213195228,25.0
2012-08-22,1.0,1.0,1.0072539037274186,1.0,0.9966164460777799,2.0,0.8998809969336236,8.0,0.7173431950620082,25.0
2012-08-23,1.0,0.0,1.0,1.0,1.0010298896851235,2.0,0.9199567621221535,7.0,0.723099016766063,24.0
2012-08-24,1.0,0.0,0.9992277815611086,0.0,0.995793127943892,2.0,0.9341996673601802,7.0,0.7273511295080239,24.0
2012-08-27,1.0,0.0,0.9932572553816689,0.0,0.9912008044983258,1.0,0.9314202185299556,7.0,0.7217681980415043,24.0
2012-08-28,1.0,1.0,1.0049363610077282,1.0,0.9991733837245458,2.0,0.9490361123739487,8.0,0.7328092840747555,25.0
2012-08-29,1.0,0.0,0.9937565096830442,1.0,0.990253021344841,1.0,0.9430103161399641,8.0,0.7283148990450907,24.0
2012-08-30,1.0,0.0,0.9997381453589423,0.0,0.9933395838418967,1.0,0.9464998279333316,8.0,0.7317558512324139,24.0
2012-08-31,1.0,0.0,0.972274543816368,0.0,0.9531348696207217,1.0,0.8996370449968867,8.0,0.6960175986287681,24.0
2012-09-04,1.0,0.0,0.9907795492357895,0.0,0.9499571153138187,1.0,0.890294328691451,7.0,0.6867191952016908,24.0
2012-09-05,1.0,1.0,1.0234095399055845,1.0,1.0036732946688596,1.0,0.9404873801489045,7.0,0.7233011796159251,24.0
2012-09-06,1.0,1.0,1.0101225138733705,2.0,1.0257519725229522,2.0,0.9638110479629781,8.0,0.7414616851169124,25.0
2012-09-07,1.0,1.0,1.0005271602131687,2.0,1.0280576342875958,3.0,0.9689087474095561,9.0,0.7460040022049543,25.0
2012-09-10,1.0,0.0,0.995501453274525,1.0,1.0106382956919253,3.0,0.9653933341947797,8.0,0.7431239077420585,25.0
2012-09-11,1.0,1.0,1.0162134111648629,1.0,1.0252216467568531,4.0,1.0030482740567273,8.0,0.7714739635520941,25.0
2012-09-12,1.0,1.0,1.0371655098443007,2.0,1.0776439390750687,4.0,1.0822663438507747,9.0,0.8343658200285181,26.0
2012-09-13,1.0,0.0,0.9947165892428467,1.0,1.0474407928473692,3.0,1.0700208684917394,9.0,0.8295745393612415,25.0
2012-09-14,1.0,1.0,1.0302037214511748,1.0,1.0797016186309547,3.0,1.134438311022147,9.0,0.8857588426053001,25.0
2012-09-17,1.0,0.0,0.9889705988697732,1.0,1.0287790623562398,3.0,1.1052091272747862,9.0,0.8719443006552018,24.0
2012-09-18,1.0,1.0,1.0080663832912573,1.0,1.021676198212068,3.0,1.1154911551293314,10.0,0.8918845815029188,24.0
2012-09-19,1.0,1.0,1.0314437560034915,2.0,1.0645397494920175,3.0,1.1785301668098174,10.0,0.954930663255439,25.0
2012-09-20,1.0,0.0,0.9847427910496296,1.0,1.0150983945548462,3.0,1.1337380275275584,10.0,0.9318391735046858,24.0
2012-09-21,1.0,1.0,1.0059406040314929,1.0,1.0193525374004384,3.0,1.1379874656472089,10.0,0.9493105453541721,24.0
2012-09-24,1.0,0.0,0.9525773282368164,1.0,0.933123890251437,3.0,1.0316399301488548,10.0,0.869810973137924,24.0
2012-09-25,1.0,0.0,0.9875821716828261,0.0,0.9234131718772577,2.0,1.0042681934834918,10.0,0.8557592784189888,23.0
2012-09-26,1.0,1.0,1.0083129618558269,1.0,0.9622923381804152,2.0,1.0175777006894904,11.0,0.8769256055891462,24.0
2012-09-27,1.0,0.0,0.9926721753664949,1.0,0.9688184973126882,2.0,1.0004688906149473,10.0,0.8706557546565544,24.0
2012-09-28,1.0,1.0,1.0319199658694542,1.0,1.044660916029967,2.0,1.0600820239922302,11.0,0.934068035132367,25.0
2012-10-01,1.0,1.0,1.0075601357752582,2.0,1.0484409075589225,3.0,1.0690078097223572,12.0,0.9540327165930736,26.0
2012-10-02,1.0,1.0,1.0063262694351003,2.0,1.042017608579649,4.0,1.0721704005030688,13.0,0.97215892018959,26.0
2012-10-03,1.0,0.0,0.9900226637131164,1.0,1.0099935220390102,3.0,1.0412001077895214,13.0,0.9593596301177134,25.0
2012-10-04,1.0,1.0,1.0027409967416927,1.0,1.0004558163300825,4.0,1.0389713118534507,13.0,0.9712594376009529,25.0
2012-10-05,1.0,0.0,0.9757349299879347,1.0,0.9596144883426599,3.0,0.9854132367656754,12.0,0.9326163992987688,24.0
2012-10-08,1.0,0.0,0.9876543152874572,0.0,0.9500744924811095,2.0,0.9583249170645971,11.0,0.9170567241392039,24.0
2012-10-09,1.0,0.0,0.9958158976173915,0.0,0.9604063616053399,1.0,0.9473296600522507,11.0,0.9164377439143612,24.0
2012-10-10,1.0,0.0,0.9852019019715584,0.0,0.9521962353084173,1.0,0.9192706811753832,10.0,0.8969141380992001,24.0
2012-10-11,1.0,1.0,1.0027926024893636,1.0,0.9784008874226428,1.0,0.9268570592844427,10.0,0.9091672990233886,25.0
2012-10-12,1.0,0.0,0.9941431235152721,1.0,0.980510380362763,1.0,0.9185059160373251,10.0,0.9043483576500004,25.0
2012-10-15,1.0,0.0,1.0,0.0,0.9892560555419303,1.0,0.9236385048133468,9.0,0.9100839415767227,25.0
2012-10-16,1.0,0.0,0.9989743354992989,0.0,0.99479111288913,1.0,0.926002187633055,9.0,0.9147380203065248,24.0
2012-10-17,1.0,1.0,1.0101625922690836,1.0,1.0127355699456033,2.0,0.94929278255864,9.0,0.9399103548289824,25.0
2012-10-18,1.0,0.0,0.9768399472833558,1.0,0.9745327431612453,1.0,0.9152869067207139,8.0,0.9039939908936095,25.0
2012-10-19,1.0,1.0,1.0005266050027575,1.0,0.9807970397696767,2.0,0.92386773875429,9.0,0.911666590821892,26.0
2012-10-22,1.0,1.0,1.008350722791562,2.0,0.9993792730475787,3.0,0.9471914681019251,9.0,0.933512276871076,27.0
2012-10-23,1.0,1.0,1.0046367930600417,2.0,1.0084816054588523,4.0,0.9589041113021562,10.0,0.9493744264677193,27.0
2012-10-24,1.0,1.0,1.0872922907136804,2.0,1.1611516457922932,4.0,1.1344883547693667,11.0,1.134145470761806,28.0
2012-10-25,1.0,0.0,0.9853679822929396,1.0,1.0886979899792493,4.0,1.0968189850049959,10.0,1.1024169035318379,28.0
2012-10-26,1.0,0.0,0.9860674397329267,0.0,1.029563617604719,3.0,1.062690316933455,10.0,1.0731272058535901,28.0
2012-10-31,1.0,0.0,0.9807200951999546,0.0,0.9742477653968931,2.0,1.0237870130846294,9.0,1.033011533160559,28.0
2012-11-01,1.0,1.0,1.002362912921602,1.0,0.9636528501369565,2.0,1.0304929857047347,9.0,1.0376389560820967,29.0
2012-11-02,1.0,0.0,0.99929231470326,1.0,0.9805555696840639,1.0,1.0316370761377842,8.0,1.0352548837155657,29.0
2012-11-05,1.0,1.0,1.001649768897496,1.0,0.9958758971613543,2.0,1.036440920035241,9.0,1.0385474691283914,29.0
2012-11-06,1.0,0.0,0.9981140989259271,1.0,0.9993391267487368,2.0,1.034412966722207,8.0,1.035239969696266,28.0
2012-11-07,1.0,0.0,0.9831892225456307,0.0,0.972169431549228,2.0,1.0012344278359209,8.0,1.0012033269226845,28.0
2012-11-08,1.0,0.0,0.9881364420885383,0.0,0.9605035495728911,1.0,0.9786911585298744,8.0,0.9782806162018141,28.0
2012-11-09,1.0,0.0,0.9801020227189557,0.0,0.9408364881311218,1.0,0.9427449335469228,8.0,0.9414248936010654,27.0
2012-11-12,1.0,1.0,1.0218941099052385,1.0,0.994450505625072,1.0,0.9839613325738492,9.0,0.9849040588809499,27.0
2012-11-13,1.0,0.0,0.9947408193621918,1.0,0.9969879977212928,1.0,0.9734158379927931,8.0,0.9759214064948462,27.0
2012-11-14,1.0,1.0,1.0592136411112678,1.0,1.1015863957423482,2.0,1.0887338356414644,9.0,1.0970772004539187,28.0
2012-11-15,1.0,0.0,0.9957332016364734,1.0,1.0692582261010108,2.0,1.0728902731297858,9.0,1.0869338558805592,27.0
2012-11-16,1.0,1.0,1.0303957884006676,1.0,1.0905387597713654,3.0,1.1295374470950466,10.0,1.1517742575298102,28.0
2012-11-19,1.0,0.0,0.9862306498289254,1.0,1.0336430009380537,2.0,1.0912801076189882,9.0,1.1171318974772013,28.0
2012-11-20,1.0,1.0,1.0039113494868601,1.0,1.0121812399400774,3.0,1.0896716154290547,10.0,1.1232200242820725,28.0
2012-11-21,1.0,1.0,1.0257275266004142,2.0,1.0476436529149356,3.0,1.133673686467524,10.0,1.1778507094832957,29.0
2012-11-23,1.0,0.0,0.9933774897176066,1.0,1.0178117081277722,3.0,1.1072542769322307,9.0,1.1582922858938,28.0
2012-11-26,1.0,1.0,1.0388466262176868,1.0,1.078317275772085,3.0,1.1800615494901687,9.0,1.2457179712747453,29.0
2012-11-27,1.0,1.0,1.004031466382367,2.0,1.0586187179204338,4.0,1.1821371532303022,9.0,1.2493838038448475,30.0
2012-11-28,1.0,1.0,1.0039992571111394,2.0,1.0396781776116661,4.0,1.1819618495901048,10.0,1.2525682512214342,31.0
