Date,Close_Ratio_5,Trend_5,Close_Ratio_48,Trend_48,Close_Ratio_63,Trend_63,Close_Ratio_250,Trend_250
2015-08-31,0.9581314888264122,1.0,0.8527663714829999,25.0,0.8466685660330294,34.0,0.9395536168504098,122.0
2015-09-07,1.0109307884418048,1.0,0.890343526192267,26.0,0.8865701627449469,34.0,0.9813366856268777,123.0
2015-09-14,1.02976914927049,2.0,0.900824876572618,27.0,0.9001938968652597,34.0,0.9935767634101693,123.0
2015-09-21,0.9939168663366551,2.0,0.868683383428543,27.0,0.8712230183127496,33.0,0.9583038367430076,123.0
2015-09-28,1.0528935452488657,3.0,0.9370189540917808,27.0,0.9424663484194801,34.0,1.0342053551198842,123.0
2015-10-05,1.0646203800626641,4.0,0.972233343481894,27.0,0.9796828780534719,35.0,1.0742304881223683,123.0
2015-10-12,1.0507131893839503,4.0,0.977317580413296,27.0,0.9857642961794328,36.0,1.0812740123779034,123.0
2015-10-19,1.101476813073993,4.0,1.05738535850631,27.0,1.0678067001859008,36.0,1.1730670547711706,123.0
2015-10-26,1.0347382578151882,4.0,1.025865811429147,26.0,1.0363931897718521,35.0,1.139620662131581,123.0
2015-11-02,1.034971900871059,4.0,1.049380828619477,26.0,1.0605760941758025,35.0,1.1672691811213296,124.0
2015-11-09,0.9855230850102868,3.0,1.0054274227744933,26.0,1.0180913390298536,34.0,1.1205870969912544,124.0
2015-11-16,1.0250479441114793,3.0,1.0626248884191405,26.0,1.0774349650155362,35.0,1.1869269513459875,125.0
2015-11-23,1.0234691262217799,3.0,1.0617944414731448,26.0,1.0767535095262355,36.0,1.187919179229401,126.0
2015-11-30,1.0124567061587202,3.0,1.0573843715689324,25.0,1.072037140022495,35.0,1.1840399864689262,125.0
2015-12-07,0.9714880018095678,2.0,1.0084339991425544,24.0,1.0211008035527616,35.0,1.1283209255818392,125.0
2015-12-14,0.9501636425067518,2.0,0.9827547949604855,24.0,0.995135009158187,34.0,1.0993983535576004,125.0
2015-12-21,0.9860920969359308,2.0,1.009377788391921,24.0,1.0205581300968347,35.0,1.1293710376743744,126.0
2015-12-28,0.9824936289836952,1.0,0.9913283811114693,24.0,1.0013880225453518,35.0,1.1097999893381232,126.0
2016-01-04,0.887533108740235,1.0,0.8641399003301177,23.0,0.8696865788977967,35.0,0.9638546551482342,126.0
2016-01-11,0.9161606316635837,2.0,0.869577996414602,23.0,0.8716102327692553,35.0,0.9655182197984808,126.0
2016-01-18,0.9325435086652359,2.0,0.865488023785771,22.0,0.863995974121365,34.0,0.9563289710165799,126.0
2016-01-25,0.9748075915161011,2.0,0.8802870787944417,23.0,0.8755004849606902,34.0,0.9681629635027381,127.0
2016-02-01,0.973662685865956,2.0,0.851993313729378,23.0,0.8444302791627737,33.0,0.9325261735821123,126.0
2016-02-08,0.9572336302435862,2.0,0.8325696444974394,22.0,0.8220809239645711,32.0,0.9059249987706488,125.0
2016-02-15,0.9996526757245785,2.0,0.8702148934317624,22.0,0.8559007018741358,32.0,0.9412919252602006,126.0
2016-02-22,1.0266805030293005,3.0,0.9002715334070354,23.0,0.8819868796482296,33.0,0.9692749668911423,127.0
2016-02-29,1.0740943878562275,3.0,0.9562445517767579,24.0,0.9344167231471746,33.0,1.0261694720622467,127.0
2016-03-07,1.0507563102145154,3.0,0.9561155995109671,23.0,0.9322288318321273,32.0,1.0225738292000122,126.0
2016-03-14,1.04444441452525,4.0,0.9804495271143834,23.0,0.9544051665474278,32.0,1.045083757579414,127.0
2016-03-21,0.9975512116291582,3.0,0.9525909351364431,23.0,0.9265761926341956,31.0,1.0121046881587412,127.0
2016-03-28,0.9764773617629751,2.0,0.9404986028326869,23.0,0.9133041034617309,31.0,0.9958948101717081,126.0
2016-04-04,0.9534476404250769,1.0,0.9100275277315926,23.0,0.8821712359908904,30.0,0.9600110082296873,125.0
2016-04-11,0.99660839769588,2.0,0.9495659467819838,24.0,0.9188170088492761,31.0,0.9989108539144672,125.0
2016-04-18,1.0479354081362742,2.0,1.002186521455832,24.0,0.969291023044032,31.0,1.0517811066285168,125.0
2016-04-25,1.0299261371269022,2.0,0.993038820230549,23.0,0.9605177789432775,30.0,1.0390839062397914,125.0
2016-05-02,0.9995479853425177,2.0,0.969431264715598,23.0,0.9381547189500825,29.0,1.0115227021104822,124.0
2016-05-09,0.9780797571249075,2.0,0.9589003616164478,22.0,0.927852083590971,29.0,0.9967771440253412,124.0
2016-05-16,0.9796193018646763,2.0,0.9639668585477452,22.0,0.9321926377850956,30.0,0.9978547799860731,125.0
2016-05-23,1.0110151965215386,2.0,0.9917720797190277,23.0,0.9602930893195836,30.0,1.023866940226845,126.0
2016-05-30,0.9670674520811992,2.0,0.9374567167371978,23.0,0.90962749137839,29.0,0.9645451559980498,126.0
2016-06-06,0.9613603143871886,2.0,0.9217776186339597,23.0,0.8966412196858883,29.0,0.9461852849542187,125.0
2016-06-13,0.9753086366325293,3.0,0.9280408413502427,24.0,0.9051092283223446,30.0,0.9508337766997655,126.0
2016-06-20,0.9601707153908824,2.0,0.9017175734423734,23.0,0.8814211073742809,29.0,0.9214178568658994,126.0
2016-06-27,0.9953145303076096,2.0,0.9204911899939697,23.0,0.9016585769281025,29.0,0.9382026565982969,126.0
2016-07-04,1.0214202124097234,3.0,0.9463314764650285,23.0,0.9284177574815332,30.0,0.9621260912546569,127.0
2016-07-11,1.0473111142841105,4.0,0.9822172166768682,24.0,0.9653934443249397,31.0,0.9967632055399107,128.0
2016-07-18,1.0732163072745142,4.0,1.0248429887669757,25.0,1.0105943606187933,32.0,1.040422477631498,128.0
2016-07-25,1.030584264186856,4.0,1.0033934586772961,25.0,0.9927803384715462,32.0,1.0193910824914914,127.0
2016-08-01,0.9939972625182911,3.0,0.9786062074047418,25.0,0.971866731267203,31.0,0.9946443950873555,126.0
2016-08-08,1.0064396730461016,3.0,1.0021294269693577,25.0,0.998363588558654,31.0,1.0188366884570226,126.0
2016-08-15,1.007916402805699,3.0,1.0095014093788603,25.0,1.0082508767406695,32.0,1.026138645990016,127.0
2016-08-22,1.0024162457834158,2.0,0.9985880248809941,25.0,1.0008515393414465,31.0,1.0152863103844103,127.0
2016-08-29,1.018430552021415,3.0,1.0182518573552983,25.0,1.0228852698174722,31.0,1.0341767043694434,128.0
2016-09-05,0.9671891731062027,3.0,0.9666345022379318,24.0,0.9713635228034435,31.0,0.9788757929366886,128.0
2016-09-12,0.9864942170105389,3.0,0.983590921964941,24.0,0.9881089066661436,32.0,0.9933757611938011,128.0
2016-09-19,1.021238689899142,3.0,1.0227059890895527,24.0,1.024426516863447,33.0,1.0288144580712364,129.0
2016-09-26,1.0085714553175602,3.0,1.013673337537803,24.0,1.0126895656247998,33.0,1.0160911619434305,129.0
2016-10-03,1.02549468801344,3.0,1.034204331610402,24.0,1.030191493401936,33.0,1.0327569860637478,129.0
2016-10-10,1.0017602596459418,3.0,1.0208336454356346,24.0,1.0150348880098123,32.0,1.0162420412606508,129.0
2016-10-17,1.0003746926448962,3.0,1.0292322879834626,24.0,1.0202945175099638,32.0,1.0204757914605567,129.0
2016-10-24,0.9828040444935807,2.0,1.00951523609473,23.0,0.9974522230426077,32.0,0.9966510889507261,128.0
2016-10-31,0.9815409677706389,2.0,1.0078027099942664,23.0,0.9915747351826102,32.0,0.9907827889930609,127.0
2016-11-07,1.0604077079237986,2.0,1.1006963140978914,24.0,1.0798476588519748,33.0,1.0803951295651164,128.0
2016-11-14,1.0214188378411733,2.0,1.0681772247080965,24.0,1.045301426104889,33.0,1.0470951667926478,127.0
2016-11-21,1.0458015267175573,2.0,1.1089002091505462,24.0,1.08266432824639,33.0,1.0855522964529125,128.0
2016-11-28,1.0548736837231862,3.0,1.1453755154629133,25.0,1.1165874153871924,33.0,1.1211713571817048,128.0
2016-12-05,1.0800734144330297,4.0,1.2115168070008193,26.0,1.182653339782821,34.0,1.1906643761292706,129.0
2016-12-12,1.0292036678522836,3.0,1.164709619283029,25.0,1.1395073281442822,33.0,1.1484387583175175,128.0
2016-12-19,0.994815452480138,3.0,1.13806638038043,25.0,1.11668061730662,32.0,1.125535129609518,128.0
2016-12-26,0.9679391191519023,2.0,1.1071374281939725,24.0,1.0891714158990382,31.0,1.0974458913042133,128.0
2017-01-02,0.9966768715189038,2.0,1.1380687553333422,25.0,1.1251005409801653,31.0,1.132127041691777,129.0
2017-01-09,1.0358985809084846,2.0,1.1733144878192983,26.0,1.1658976453812264,32.0,1.1728683614128854,129.0
2017-01-16,1.023110481011035,2.0,1.1567130661120335,25.0,1.1548725360172176,31.0,1.160723641292749,129.0
2017-01-23,1.015697859391376,2.0,1.1511812801261663,24.0,1.1533301561077196,31.0,1.158803283020713,129.0
2017-01-30,0.9889482189322212,2.0,1.126409817602736,23.0,1.132145252865904,30.0,1.135701534421961,129.0
2017-02-06,0.9616646282742671,1.0,1.0876968662334916,23.0,1.0966472148144473,29.0,1.097841094352677,129.0
2017-02-13,1.0183868243352554,1.0,1.147209011546069,23.0,1.1600121154820573,30.0,1.1596807859031721,130.0
2017-02-20,1.0102393174743607,1.0,1.1330241980261198,23.0,1.148703456349737,30.0,1.1475793698535783,130.0
2017-02-27,1.0397062569022728,2.0,1.168063845688955,24.0,1.1874309677874513,31.0,1.186425514587719,131.0
2017-03-06,0.9989151443934804,2.0,1.119970661967489,24.0,1.1426904634642177,30.0,1.1409400692650769,130.0
2017-03-13,0.9791925143020298,2.0,1.1007423674080725,23.0,1.1258910390526824,30.0,1.123457273527289,130.0
2017-03-20,0.9450369215116623,1.0,1.0455433973103287,22.0,1.06839397758717,30.0,1.0670711411431248,129.0
2017-03-27,0.9751254646341533,2.0,1.0673508828782496,23.0,1.090028349637181,30.0,1.0899384311822238,130.0
2017-04-03,0.9533909775021766,1.0,1.01578848650426,23.0,1.03691675459901,30.0,1.0374018316081313,130.0
2017-04-10,0.9630804427108508,1.0,1.0043363639264025,23.0,1.0251965098387714,29.0,1.025827862414813,130.0
2017-04-17,0.988171221805066,2.0,1.0131458795803319,23.0,1.033625333993011,30.0,1.0351782704736299,130.0
2017-04-24,1.013754746825339,3.0,1.0377536116530166,23.0,1.0573204409487011,31.0,1.0605219875079834,131.0
2017-05-01,0.9975777145410578,2.0,1.0090637577396335,23.0,1.0282793768972442,30.0,1.0320652438507603,131.0
2017-05-08,0.9936749806638119,2.0,1.0017380616135245,23.0,1.0217415110017007,29.0,1.0257317388006313,130.0
2017-05-15,0.9709199175282826,2.0,0.9728143057982938,22.0,0.9937426259186428,28.0,0.996730808308261,129.0
2017-05-22,0.9852818423001148,2.0,0.9803541218074016,23.0,1.0034968490093432,29.0,1.0058568938767847,129.0
2017-05-29,1.0275607153680368,2.0,1.0177691266884408,23.0,1.044120217402949,29.0,1.0462475018278397,129.0
2017-06-05,1.0208085611422375,2.0,1.0116054299529333,22.0,1.0390966509146773,29.0,1.041242168930137,129.0
2017-06-12,1.0152780351103945,2.0,1.007955049997652,21.0,1.0356834922835791,29.0,1.0380968797560883,128.0
2017-06-19,1.0038156825191988,2.0,1.0040551395837687,20.0,1.0305787360132808,29.0,1.0340161288724519,127.0
2017-06-26,1.0141687392464513,2.0,1.0233648344197845,21.0,1.0503809074103496,29.0,1.054710909542586,127.0
2017-07-03,1.0115807316836714,2.0,1.0210775830666237,22.0,1.0492992240832484,29.0,1.0537223059580954,127.0
2017-07-10,1.0402953083568443,3.0,1.0592005755003717,22.0,1.0892809967199093,30.0,1.0944496034214006,128.0
2017-07-17,1.0218709312543084,3.0,1.0483433339421337,21.0,1.0782695660674342,30.0,1.084547162476308,127.0
2017-07-24,1.0044367333542428,3.0,1.0369618904656874,21.0,1.0666442757317336,30.0,1.0740632330699933,127.0
2017-07-31,0.9885089941218379,2.0,1.0205501450804655,20.0,1.04939998724747,29.0,1.057693012861186,126.0
2017-08-07,0.9790347111577683,1.0,1.008008086904992,20.0,1.0375492191968312,28.0,1.0460351371668584,126.0
2017-08-14,0.9846215098712596,0.0,1.002795188189971,19.0,1.032034028682706,28.0,1.0419122666575829,125.0
2017-08-21,1.0090702428054787,1.0,1.0228292537447523,19.0,1.0516147926498196,29.0,1.063602171604194,126.0
2017-08-28,1.0494971700107403,2.0,1.069816568635547,20.0,1.0994138000508324,29.0,1.1143856143064985,127.0
2017-09-04,1.0293790270611718,2.0,1.0565705445951745,19.0,1.084438239526958,29.0,1.10209708172171,126.0
2017-09-11,1.0584200100236791,3.0,1.1056448438661943,20.0,1.134267841509125,29.0,1.1563045673120254,126.0
2017-09-18,1.046956297684096,4.0,1.1161209866709398,20.0,1.1448472422617537,29.0,1.1703830184754076,127.0
2017-09-25,1.0458972460786813,4.0,1.1372245571576762,21.0,1.1675555391924077,29.0,1.1966444481129739,128.0
2017-10-02,1.119834508959604,4.0,1.2552251625426532,22.0,1.291545567874002,29.0,1.3287081479365959,128.0
2017-10-09,1.0950403527738188,5.0,1.2729784821165737,22.0,1.3102807656919502,30.0,1.3539147564784784,128.0
2017-10-16,1.0547128006857212,4.0,1.2563296348151312,22.0,1.293883243797247,30.0,1.3434494273348028,127.0
2017-10-23,1.007947951984428,3.0,1.2223229818702357,21.0,1.258956489407879,29.0,1.3126693581216393,126.0
2017-10-30,0.9476275708011394,2.0,1.1547797630735563,20.0,1.1884991721858293,28.0,1.2431266936687084,126.0
2017-11-06,0.964590956481555,2.0,1.1602112197428112,20.0,1.1915725557823176,29.0,1.2505261774789749,127.0
2017-11-13,1.0012321647932498,2.0,1.1883346828030479,21.0,1.2193136317786841,29.0,1.2839239454798759,128.0
2017-11-20,1.019818313098445,3.0,1.1981136009430262,22.0,1.2278591150409057,30.0,1.2984797641436934,128.0
2017-11-27,0.9899134942872116,3.0,1.1479864927117247,22.0,1.1756468783126393,29.0,1.2475160725758485,128.0
2017-12-04,0.9735415455811246,3.0,1.1235419362168886,21.0,1.149528213456783,28.0,1.2229407748406849,128.0
2017-12-11,0.9563288259030094,2.0,1.0927345756223694,20.0,1.115808656779687,28.0,1.1898964494642121,127.0
2017-12-18,0.9899170779649238,2.0,1.1181727519843014,21.0,1.1401904656548538,28.0,1.2190013479516837,127.0
2017-12-25,0.9817023719789669,1.0,1.0883625581032421,21.0,1.1078901594415926,28.0,1.1873602088137423,126.0
2018-01-01,1.0479069948511306,2.0,1.1636058669331708,22.0,1.1834381416326036,28.0,1.2725125221252418,126.0
2018-01-08,1.0391907070492057,3.0,1.159507976152919,23.0,1.1786373682665015,29.0,1.2718570571333365,127.0
2018-01-15,1.0070481979980284,3.0,1.1316239826780161,22.0,1.1481880743125517,29.0,1.2430630882358276,127.0
2018-01-22,1.0080664107819672,3.0,1.1364487970618242,23.0,1.152624909196791,29.0,1.2508585919317678,127.0
2018-01-29,0.9503059467826745,3.0,1.0697686984617354,22.0,1.082987077082307,29.0,1.177635719645875,127.0
2018-02-05,0.9724632616847761,3.0,1.0790552112602678,23.0,1.0918370471514633,29.0,1.1893505514265499,127.0
2018-02-12,0.9774489670136041,2.0,1.066672434457657,23.0,1.0795300998545159,28.0,1.177521802323193,126.0
2018-02-19,0.9836499085674212,2.0,1.0583650797121207,23.0,1.0733463458365435,27.0,1.1710895683209088,126.0
2018-02-26,0.9269899553800023,1.0,0.9672563652269264,22.0,0.9816090645693885,27.0,1.0709793566314352,125.0
2018-03-05,0.9520454948862843,2.0,0.9756820780792108,23.0,0.9914740337793676,28.0,1.082095103400831,126.0
2018-03-12,0.9717739563712441,2.0,0.9758752972618993,24.0,0.9928141413846348,29.0,1.0844523306047162,126.0
2018-03-19,0.9289977998734694,2.0,0.9039387797017236,23.0,0.9206423222326077,28.0,1.0052603420394628,125.0
2018-03-26,0.9836509490825261,3.0,0.933160716952723,23.0,0.9516647967852802,28.0,1.0384589914788085,126.0
2018-04-02,1.0185435701355623,4.0,0.9655503819994172,24.0,0.9864817168558297,29.0,1.0760782843154686,127.0
2018-04-09,1.0419132736997307,4.0,0.9897565707372166,25.0,1.0132469963375903,30.0,1.1053801300508908,127.0
2018-04-16,1.0135827321136281,3.0,0.958638903411992,25.0,0.9834230642234999,30.0,1.073054451861828,126.0
2018-04-23,1.0012765570471625,4.0,0.9573301898759571,25.0,0.9834567168873057,31.0,1.0740425036946308,126.0
2018-04-30,0.9743603056674498,3.0,0.9323125012600796,24.0,0.9591056969151326,30.0,1.0472150819350001,125.0
2018-05-07,0.9832613508087233,3.0,0.9356215738730246,25.0,0.9638124820865467,31.0,1.0523234792570548,125.0
2018-05-14,1.0123225450466387,3.0,0.9566786066802079,26.0,0.9875067078878885,31.0,1.0778935938780292,125.0
2018-05-21,1.022205594263513,4.0,0.9674974527596755,27.0,1.0002238238460364,32.0,1.0921562981508681,126.0
2018-05-28,1.1198092410087335,4.0,1.0865475978394048,27.0,1.1249860658131723,33.0,1.2306458355557242,127.0
2018-06-04,1.1038766634891162,5.0,1.1075536798085381,27.0,1.1477323227381133,34.0,1.2592386840370589,127.0
2018-06-11,1.0583273002150924,4.0,1.0947280866144913,26.0,1.1349185773249286,33.0,1.2481665454326623,127.0
2018-06-18,0.9779052683571975,3.0,1.0256516475925184,26.0,1.062879085842137,33.0,1.1718749989840118,126.0
2018-06-25,0.9292014793849631,2.0,0.977814118734326,26.0,1.0127212703039281,33.0,1.1188935532153157,126.0
2018-07-02,0.9414819353165871,1.0,0.9699071131454992,26.0,1.0043355529846125,32.0,1.1117836525109988,125.0
2018-07-09,0.9690762324075548,1.0,0.9726373777070038,27.0,1.0075290125461451,32.0,1.117082523815845,126.0
2018-07-16,0.9920934891857839,2.0,0.9713405576946313,28.0,1.006251098939944,33.0,1.1177482958321907,127.0
2018-07-23,0.9630484562085777,2.0,0.924322543176075,27.0,0.9569755466927025,33.0,1.0644344101596577,127.0
2018-07-30,0.9765503541420547,3.0,0.9290719600102154,27.0,0.9601284336160157,34.0,1.069883543614699,127.0
2018-08-06,0.9598132321342844,3.0,0.9011899086139946,27.0,0.9297964688023844,33.0,1.0374396962730232,127.0
2018-08-13,0.9694611965308313,2.0,0.897168627547545,26.0,0.9237410309066998,32.0,1.0316037389906405,126.0
2018-08-20,0.9759474618137786,1.0,0.8881477508509339,25.0,0.9122307589765752,32.0,1.0194926051167195,126.0
2018-08-27,0.9865900133146922,2.0,0.8926074912346863,25.0,0.9141202101581712,33.0,1.0226439529789484,126.0
2018-09-03,0.9478421188766544,1.0,0.844420688478789,24.0,0.859956599920165,33.0,0.9623439933769606,126.0
2018-09-10,0.978690952968591,2.0,0.8674125641419032,24.0,0.8783218771552149,33.0,0.9832347834926484,126.0
2018-09-17,1.0042078804799341,3.0,0.8894718234504242,25.0,0.8956853100902676,33.0,1.0033782954118444,126.0
2018-09-24,0.9698697590079589,3.0,0.8528278300871287,25.0,0.8547647623574949,32.0,0.9571975498326025,126.0
2018-10-01,0.9938828833920257,3.0,0.8679908976314373,26.0,0.8668698887882711,33.0,0.9707489022741428,126.0
2018-10-08,0.9375922003312596,3.0,0.8134032206535827,25.0,0.8089712206200533,33.0,0.9054008736741791,126.0
2018-10-15,0.9391932886682269,2.0,0.8037396394652603,24.0,0.7952646800485361,33.0,0.8894453831569692,126.0
2018-10-22,0.998898655843816,2.0,0.8464580050401318,24.0,0.83299252348536,34.0,0.931565768804364,126.0
2018-10-29,1.0866155552304608,3.0,0.9375080969933223,25.0,0.918779185520207,35.0,1.0283050383402863,127.0
2018-11-05,1.0664993779379173,2.0,0.9321148997188116,25.0,0.9103272579001035,34.0,1.0190182691146867,127.0
2018-11-12,1.04330822441864,3.0,0.936068075340945,26.0,0.912196640072802,34.0,1.0204838937530543,128.0
2018-11-19,1.0203907765794924,4.0,0.9439169018130047,26.0,0.9171870043431969,35.0,1.0256430826536893,128.0
2018-11-26,1.0462615966922688,4.0,0.9986459034556374,27.0,0.9691168524969834,35.0,1.083057856729672,129.0
2018-12-03,0.9635040145122086,3.0,0.9175478333554837,26.0,0.8875689517128882,34.0,0.9902465022697134,128.0
2018-12-10,0.9781517899991913,4.0,0.9330039785231897,26.0,0.8999889696511143,34.0,1.0020760517163592,129.0
2018-12-17,0.9334842901090157,3.0,0.8816168196263373,26.0,0.8497635931598697,33.0,0.9420585296341978,128.0
2018-12-24,0.9711406043407647,3.0,0.9116032758237597,26.0,0.8782796911912637,33.0,0.9689279789594779,129.0
2018-12-31,0.9801788756950289,2.0,0.8996103672753772,26.0,0.8673807901039715,33.0,0.9522574698882412,128.0
2019-01-07,1.0776187081017108,3.0,1.0059467188783784,26.0,0.9705641111167705,34.0,1.061956818529697,129.0
2019-01-14,1.0967503837615347,3.0,1.046099326972859,27.0,1.0094536688154232,35.0,1.102322745228752,129.0
2019-01-21,1.0634081716408839,4.0,1.0482552649819559,28.0,1.0119261717748806,35.0,1.1023345114759575,130.0
2019-01-28,1.0394553068769947,4.0,1.0512511748809357,29.0,1.0177502136843386,35.0,1.1057228069600735,130.0
2019-02-04,1.0082851543356228,4.0,1.0485733044063625,28.0,1.0180936138816756,34.0,1.1028154772963694,130.0
2019-02-11,1.0084098703471351,4.0,1.0584532106485491,28.0,1.029944755276267,35.0,1.1134062233217277,130.0
2019-02-18,1.0243340553833458,4.0,1.079886626284167,29.0,1.0545533355469705,36.0,1.1382940914274562,131.0
2019-02-25,1.007955498713257,3.0,1.0655524696986214,28.0,1.043042829357645,36.0,1.1244923355210563,131.0
2019-03-04,0.9726062745733496,2.0,1.0238627731255083,27.0,1.004103097327915,35.0,1.0801488508037131,131.0
2019-03-11,0.9778085813658929,3.0,1.026399144448143,27.0,1.0074516748543485,36.0,1.0819939289274292,131.0
2019-03-18,0.9488594557816454,2.0,0.9830990122931712,27.0,0.9673928242671946,35.0,1.035680343234951,130.0
2019-03-25,0.98080682633359,2.0,1.001214370175474,27.0,0.987815505832109,35.0,1.054262359096512,131.0
2019-04-01,1.0326720914789262,3.0,1.0495543948761428,28.0,1.0386549567235555,36.0,1.1062072211424163,131.0
2019-04-08,1.0435719602379654,4.0,1.0686161594908354,28.0,1.0608911884011436,36.0,1.1276854329248966,131.0
2019-04-15,1.046807638915161,4.0,1.082969413662449,28.0,1.0769733089801392,37.0,1.1441075690194078,131.0
2019-04-22,1.0136412704062823,4.0,1.0654851904597162,27.0,1.0612057866738749,36.0,1.1262846774438244,130.0
2019-04-29,0.9826267519315829,3.0,1.044426231252225,26.0,1.0386806821734353,36.0,1.101132783311089,130.0
2019-05-06,0.9647112720129384,2.0,1.0235814403935968,25.0,1.0156231910021336,36.0,1.0749631296645248,130.0
2019-05-13,0.9552331375488414,1.0,1.0034408551739558,25.0,0.9919486644652993,36.0,1.049289376114263,130.0
2019-05-20,0.9316143914773563,0.0,0.9557654319377306,25.0,0.9426380108986544,35.0,0.9957944960175582,129.0
2019-05-27,0.9151798125589887,0.0,0.9104521841698484,25.0,0.8966191472729019,34.0,0.9453779175170265,128.0
2019-06-03,0.9922277356348247,1.0,0.9711924318076294,26.0,0.9543091985602583,35.0,1.0061999858936541,128.0
2019-06-10,1.00956909926317,2.0,0.977907274487028,26.0,0.9591587507838424,35.0,1.0109211190371037,128.0
2019-06-17,1.0457145647835133,3.0,1.013896869291053,26.0,0.9933716661631516,35.0,1.046363015147345,129.0
2019-06-24,1.0706346302477343,4.0,1.057505675438378,27.0,1.0367789962397922,35.0,1.0913418550887568,130.0
2019-07-01,1.0399783986325288,4.0,1.0562172839572495,26.0,1.0355781202246708,35.0,1.0899290561860806,129.0
