Date,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_21,Trend_21,Close_Ratio_48,Trend_48,Close_Ratio_63,Trend_63,Close_Ratio_250,Trend_250
1981-12-09,1.0033220395609832,1.0,1.00132615473491,3.0,1.0127741091683102,12.0,1.0091857917079903,26.0,1.0337930881334656,31.0,0.7602730846596842,108.0
1981-12-10,1.0,1.0,0.9973581304704132,3.0,1.0114819715328427,11.0,1.0065232006375888,25.0,1.0344677545302066,31.0,0.7613003736420909,108.0
1981-12-11,0.9966779604390168,0.0,0.9933779021237927,2.0,1.0051044426379372,10.0,0.9979179186047012,24.0,1.0278409528150942,31.0,0.7570528942760458,108.0
1981-12-14,0.9830518523668017,0.0,0.9705506068736818,1.0,0.9750254999365899,9.0,0.9633208488183519,24.0,0.9939058768030388,31.0,0.7327364047044226,107.0
1981-12-15,1.0136046148533508,1.0,0.9986595888001301,2.0,1.0006395351771418,10.0,0.9890722553948272,24.0,1.020878013000948,32.0,0.7539239188204014,107.0
1981-12-16,1.022955227044171,2.0,1.0386223447981309,2.0,1.043320908172602,11.0,1.0344032760853386,24.0,1.067107257670012,33.0,0.7904700287812655,107.0
1981-12-17,1.0399973379338876,2.0,1.098830405579707,3.0,1.1220393892723923,11.0,1.1175100201848465,24.0,1.1526475901472433,33.0,0.8575198270635005,107.0
1981-12-18,1.0397752198867452,2.0,1.140902085872935,4.0,1.202825872481642,11.0,1.205275735714799,24.0,1.2427576264828522,33.0,0.9297693372975467,107.0
1981-12-21,0.9776500483056835,1.0,1.0516793349882585,4.0,1.1416591148278958,11.0,1.149266479003038,24.0,1.1833188373270027,33.0,0.8906558553652638,106.0
1981-12-22,1.0084980857643968,1.0,1.033677525848166,4.0,1.1519250385472974,11.0,1.163712927026172,25.0,1.1976899981865379,34.0,0.9078825002227157,106.0
1981-12-23,0.9886370567270972,1.0,0.9897597103327473,3.0,1.1160665438901738,11.0,1.1335494230213394,24.0,1.1654250865656164,34.0,0.8895508091289096,105.0
1981-12-24,1.0028651341752208,1.0,0.9886992212600575,3.0,1.1119517599698994,12.0,1.1355940057512202,25.0,1.16457001044206,35.0,0.8966063528696252,106.0
1981-12-28,0.9766096946010735,1.0,0.9608770308041437,2.0,1.054740002635521,11.0,1.0810536508233377,24.0,1.105264878677158,34.0,0.8574839810595059,106.0
1981-12-29,1.0089014900447761,1.0,0.9837973028929841,3.0,1.0675854760736148,11.0,1.098546630567882,24.0,1.1193565559368472,34.0,0.8747913611756216,106.0
1981-12-30,1.0201716436988075,2.0,1.0254908519270123,3.0,1.1023121518565067,12.0,1.1407068284734774,25.0,1.1587836714048245,34.0,0.9125567587191106,107.0
1981-12-31,1.0,1.0,1.021938571229687,3.0,1.093234265779439,12.0,1.1374997934893996,25.0,1.1521982988489345,34.0,0.9140836918203653,107.0
1982-01-04,0.9971673299604641,0.0,1.0149933125627417,2.0,1.0788084450462592,11.0,1.12745081198911,25.0,1.1405040761828635,33.0,0.9102547837007089,107.0
1982-01-05,0.9737625952804583,0.0,0.9630934496131647,2.0,1.0179996748365123,11.0,1.0676631925300637,25.0,1.0787467223496354,32.0,0.8650527423654008,107.0
1982-01-06,0.9939762934106955,0.0,0.9570792774975494,1.0,1.0020273222398028,10.0,1.053474580877775,24.0,1.0625600311420975,32.0,0.8562902846320549,106.0
1982-01-07,0.9589874182033276,0.0,0.9080019242700393,0.0,0.9233409464230987,9.0,0.9715014449714806,23.0,0.9779374550098203,31.0,0.7904773974380198,106.0
1982-01-08,1.0225123879760891,1.0,0.9707000286135048,1.0,0.9633632555108488,10.0,1.0161151935632315,24.0,1.0218349413944516,31.0,0.8283528357238639,107.0
1982-01-11,0.9675286899913441,1.0,0.9406534843024807,1.0,0.903288739613613,9.0,0.9535980794511221,23.0,0.95756135076186,30.0,0.7778053520422539,106.0
