Date,Price,Open,High,Low,Vol.,Change %,Sorting order
07/16/2010,3.74,3.83,3.83,3.64,633.15K,0.00%,2963
07/19/2010,3.83,3.74,3.83,3.74,113.70K,2.41%,2962
07/20/2010,3.74,3.74,3.83,3.74,477.80K,-2.35%,2961
07/21/2010,3.74,3.83,3.83,3.74,47.53K,0.00%,2960
07/22/2010,3.83,3.74,3.83,3.74,171.72K,2.41%,2959
07/23/2010,3.74,3.83,3.83,3.74,18.20K,-2.35%,2958
07/26/2010,3.83,3.74,3.83,3.74,270.43K,2.41%,2957
07/27/2010,3.83,3.83,4.02,3.83,713.01K,0.00%,2956
07/28/2010,3.83,3.92,3.92,3.83,29.12K,0.00%,2955
07/29/2010,3.83,3.83,3.92,3.83,499.00K,0.00%,2954
07/30/2010,3.83,3.83,4.02,3.83,116.27K,0.00%,2953
08/02/2010,3.83,3.92,3.92,3.83,133.93K,0.00%,2952
08/03/2010,3.83,3.92,4.3,3.92,966.42K,0.00%,2951
08/04/2010,3.83,3.74,3.83,3.74,232.32K,0.00%,2950
08/05/2010,3.83,3.74,3.83,3.64,372.03K,0.00%,2949
08/06/2010,3.83,3.74,3.92,3.74,35.22K,0.00%,2948
08/09/2010,3.64,3.74,3.74,3.64,427.81K,-4.96%,2947
08/10/2010,3.83,3.55,3.83,3.46,398.90K,5.22%,2946
08/11/2010,3.74,3.83,3.83,3.74,146.24K,-2.35%,2945
08/12/2010,3.64,3.64,3.83,3.64,67.23K,-2.67%,2944
08/13/2010,3.74,3.64,3.83,3.64,132.33K,2.75%,2943
08/16/2010,3.74,3.74,3.74,3.64,501.36K,0.00%,2942
08/17/2010,3.64,3.64,3.74,3.64,163.16K,-2.67%,2941
08/18/2010,3.74,3.83,3.83,3.74,97.00K,2.75%,2940
08/20/2010,3.92,3.74,4.02,3.74,952.82K,4.81%,2939
08/23/2010,3.83,3.92,4.02,3.83,510.99K,-2.30%,2938
08/25/2010,3.83,3.92,3.92,3.83,325.89K,0.00%,2937
08/26/2010,3.83,3.92,3.92,3.74,85.75K,0.00%,2936
08/27/2010,3.74,3.74,3.74,3.64,458.64K,-2.35%,2935
08/30/2010,3.74,3.74,3.74,3.64,137.46K,0.00%,2934
08/31/2010,3.74,3.74,3.74,3.64,290.77K,0.00%,2933
09/01/2010,3.74,3.64,3.83,3.64,237.24K,0.00%,2932
09/02/2010,3.74,3.74,3.74,3.64,143.99K,0.00%,2931
09/03/2010,3.83,3.74,4.02,3.74,1.08M,2.41%,2930
09/06/2010,3.92,3.92,4.02,3.83,2.05M,2.35%,2929
09/07/2010,4.02,3.92,4.11,3.92,2.04M,2.55%,2928
09/08/2010,3.83,4.02,4.02,3.83,839.02K,-4.73%,2927
09/09/2010,3.92,4.02,4.02,3.83,881.63K,2.35%,2926
09/13/2010,4.02,3.92,4.2,3.92,1.49M,2.55%,2925
09/14/2010,4.02,4.02,4.11,3.92,101.06K,0.00%,2924
09/15/2010,3.83,4.02,4.02,3.83,1.24M,-4.73%,2923
09/16/2010,4.02,3.92,4.02,3.92,628.76K,4.96%,2922
09/17/2010,4.39,4.11,4.39,4.02,14.72M,9.20%,2921
09/20/2010,4.48,4.67,4.76,4.39,2.54M,2.05%,2920
09/21/2010,4.48,4.67,4.67,4.3,1.21M,0.00%,2919
09/23/2010,4.58,4.2,4.67,4.2,658.52K,2.23%,2918
09/24/2010,4.48,4.58,4.67,4.48,1.37M,-2.18%,2917
09/27/2010,4.76,4.67,5.04,4.58,2.11M,6.25%,2916
09/28/2010,4.76,4.86,4.86,4.58,265.29K,0.00%,2915
09/29/2010,5.88,4.95,6.73,4.67,5.52M,23.53%,2914
09/30/2010,6.35,6.54,6.91,6.26,5.67M,7.99%,2913
10/01/2010,7.19,6.54,7.57,6.54,10.33M,13.23%,2912
10/04/2010,7.47,7.19,7.85,7.19,3.32M,3.89%,2911
10/05/2010,7.57,7.47,7.94,7.38,4.32M,1.34%,2910
10/06/2010,7.1,7.47,7.75,7.1,1.01M,-6.21%,2909
10/07/2010,7.38,7.38,7.66,6.82,1.30M,3.94%,2908
10/08/2010,7.47,7.19,7.66,7.01,1.62M,1.22%,2907
10/11/2010,7.29,7.66,7.66,7.19,433.16K,-2.41%,2906
10/12/2010,6.63,7.29,7.29,6.54,1.03M,-9.05%,2905
10/13/2010,6.54,6.54,6.91,6.07,2.00M,-1.36%,2904
10/14/2010,6.45,6.73,6.82,6.45,938.91K,-1.38%,2903
10/15/2010,6.35,6.45,6.45,6.16,98.39K,-1.55%,2902
10/18/2010,6.26,6.35,6.54,6.26,155.77K,-1.42%,2901
10/19/2010,6.54,6.26,6.82,6.26,324.50K,4.47%,2900
10/20/2010,7.01,6.54,7.1,6.54,748.23K,7.19%,2899
10/21/2010,6.91,6.73,7.38,6.54,1.09M,-1.43%,2898
10/25/2010,6.45,7.1,7.1,6.45,844.05K,-6.66%,2897
10/26/2010,6.26,6.45,6.54,6.16,197.95K,-2.95%,2896
10/27/2010,6.54,6.26,6.63,6.16,1.08M,4.47%,2895
10/28/2010,6.45,6.63,6.63,6.26,616.77K,-1.38%,2894
10/29/2010,6.54,6.54,6.91,6.45,1.21M,1.40%,2893
11/01/2010,6.63,6.54,6.73,6.35,846.84K,1.38%,2892
11/02/2010,6.54,6.54,6.63,6.35,772.43K,-1.36%,2891
11/03/2010,6.54,6.35,6.63,6.35,926.49K,0.00%,2890
11/04/2010,6.45,6.45,6.54,6.35,574.16K,-1.38%,2889
11/08/2010,6.45,6.45,6.45,6.35,58.13K,0.00%,2888
11/09/2010,6.35,6.45,6.45,6.35,52.99K,-1.55%,2887
11/10/2010,6.26,6.35,6.45,6.26,205.23K,-1.42%,2886
11/11/2010,6.35,6.35,6.35,6.26,123.44K,1.44%,2885
11/12/2010,6.16,6.35,6.35,6.16,743.74K,-2.99%,2884
11/15/2010,6.07,6.16,6.26,5.98,253.09K,-1.46%,2883
11/16/2010,5.98,5.98,5.98,5.98,19.16K,-1.48%,2882
11/18/2010,6.16,5.98,6.26,5.98,1.69M,3.01%,2881
11/22/2010,5.98,6.07,6.07,5.98,127.51K,-2.92%,2880
11/23/2010,6.07,5.98,6.16,5.79,473.41K,1.51%,2879
11/24/2010,5.98,6.07,6.07,5.98,35.22K,-1.48%,2878
11/25/2010,5.88,5.98,6.16,5.88,2.51M,-1.67%,2877
11/26/2010,5.88,5.88,5.88,5.79,73.98K,0.00%,2876
11/29/2010,5.7,5.88,5.88,5.51,13.28M,-3.06%,2875
11/30/2010,6.26,5.88,6.35,5.88,5.79M,9.82%,2874
12/01/2010,6.63,6.35,6.82,6.35,2.10M,5.91%,2873
12/02/2010,6.35,6.63,6.82,6.26,590.22K,-4.22%,2872
12/03/2010,6.35,6.35,6.45,6.35,237.99K,0.00%,2871
12/06/2010,6.16,6.54,6.63,6.16,355.97K,-2.99%,2870
12/07/2010,6.16,6.45,6.45,6.07,302.55K,0.00%,2869
12/08/2010,6.16,6.07,6.26,6.07,112.41K,0.00%,2868
12/09/2010,6.07,6.26,6.26,6.07,388.52K,-1.46%,2867
12/10/2010,6.35,6.07,6.35,6.07,321.18K,4.61%,2866
12/13/2010,6.26,6.16,6.35,6.16,56.31K,-1.42%,2865
12/14/2010,6.16,6.35,6.35,6.16,364.54K,-1.60%,2864
12/15/2010,6.16,6.16,6.16,6.07,165.30K,0.00%,2863
12/16/2010,6.07,6.16,6.26,6.07,51.50K,-1.46%,2862
12/17/2010,6.07,6.07,6.16,6.07,370.21K,0.00%,2861
12/21/2010,6.07,6.26,6.45,6.07,169.15K,0.00%,2860
12/22/2010,6.26,6.35,6.35,6.16,855.40K,3.13%,2859
12/23/2010,6.26,6.26,6.35,6.16,473.09K,0.00%,2858
12/24/2010,6.45,6.35,6.54,6.35,944.47K,3.04%,2857
12/27/2010,6.35,7.29,7.29,6.35,374.49K,-1.55%,2856
12/28/2010,6.35,6.45,6.45,6.35,476.20K,0.00%,2855
12/29/2010,6.26,6.35,6.35,6.26,135.97K,-1.42%,2854
12/30/2010,6.07,6.26,6.26,5.98,8.03M,-3.04%,2853
12/31/2010,6.26,6.16,6.35,6.16,381.88K,3.13%,2852
01/03/2011,6.26,6.45,6.45,6.26,191.64K,0.00%,2851
01/04/2011,6.54,6.16,6.73,6.16,5.65M,4.47%,2850
01/05/2011,6.45,6.54,6.73,6.45,2.72M,-1.38%,2849
01/06/2011,6.54,6.54,6.54,6.35,998.11K,1.40%,2848
01/07/2011,6.45,6.63,6.63,6.35,699.20K,-1.38%,2847
01/10/2011,6.35,6.54,6.54,6.35,825.42K,-1.55%,2846
01/11/2011,6.26,6.45,6.45,6.26,968.99K,-1.42%,2845
01/12/2011,6.16,6.26,6.35,6.16,699.20K,-1.60%,2844
01/13/2011,6.26,6.45,6.45,6.16,803.05K,1.62%,2843
01/14/2011,6.26,6.16,6.35,6.16,467.42K,0.00%,2842
01/17/2011,6.16,6.26,6.45,6.16,376.63K,-1.60%,2841
01/18/2011,6.07,6.16,6.26,5.98,530.48K,-1.46%,2840
01/20/2011,6.16,6.16,6.26,6.07,231.35K,1.48%,2839
01/21/2011,6.26,6.26,6.35,6.16,3.48M,1.62%,2838
01/24/2011,6.35,6.35,6.63,6.35,2.86M,1.44%,2837
01/25/2011,6.35,6.45,6.54,6.16,803.26K,0.00%,2836
01/26/2011,6.26,6.26,6.35,6.16,356.61K,-1.42%,2835
01/27/2011,6.07,6.26,6.26,6.07,362.93K,-3.04%,2834
01/28/2011,6.16,6.07,6.26,6.07,296.87K,1.48%,2833
01/31/2011,6.16,6.16,6.26,6.16,5.40M,0.00%,2832
02/01/2011,6.16,6.16,6.26,6.07,515.06K,0.00%,2831
02/02/2011,6.16,6.16,6.26,6.07,1.61M,0.00%,2830
02/03/2011,6.07,6.26,6.26,6.07,355.86K,-1.46%,2829
02/07/2011,6.16,7.19,7.19,6.07,1.04M,1.48%,2828
02/08/2011,6.45,6.26,6.73,6.16,5.36M,4.71%,2827
02/09/2011,6.45,6.54,6.54,6.26,769.65K,0.00%,2826
02/10/2011,6.35,6.45,6.54,6.26,557.35K,-1.55%,2825
02/11/2011,6.26,6.35,6.45,6.26,309.72K,-1.42%,2824
02/14/2011,6.07,6.26,6.26,6.07,412.50K,-3.04%,2823
02/15/2011,6.07,6.07,6.16,5.88,1.83M,0.00%,2822
02/18/2011,5.98,5.98,6.16,5.98,267.65K,-1.48%,2821
02/21/2011,5.98,6.07,6.07,5.88,276.43K,0.00%,2820
02/22/2011,5.88,5.98,6.07,5.88,417.53K,-1.67%,2819
02/23/2011,5.88,5.88,5.98,5.79,325.46K,0.00%,2818
02/24/2011,5.88,5.98,6.16,5.88,370.53K,0.00%,2817
02/25/2011,5.98,5.98,6.07,5.88,245.81K,1.70%,2816
02/28/2011,5.79,5.88,5.98,5.79,280.07K,-3.18%,2815
03/01/2011,5.79,5.79,5.98,5.7,93.57K,0.00%,2814
03/03/2011,5.7,5.79,5.79,5.7,429.52K,-1.55%,2813
03/04/2011,5.79,5.7,5.98,5.7,563.24K,1.58%,2812
03/07/2011,5.7,5.79,5.79,5.6,272.14K,-1.55%,2811
03/08/2011,5.6,5.7,5.79,5.6,597.92K,-1.75%,2810
03/09/2011,5.6,5.6,5.7,5.51,493.76K,0.00%,2809
03/10/2011,5.6,5.6,5.7,5.51,436.69K,0.00%,2808
03/11/2011,5.6,5.6,5.7,5.51,144.32K,0.00%,2807
03/14/2011,5.51,5.6,5.6,5.51,115.95K,-1.61%,2806
03/15/2011,5.51,5.51,5.6,5.42,763.44K,0.00%,2805
03/16/2011,5.51,5.6,5.6,5.42,315.72K,0.00%,2804
03/17/2011,5.6,5.6,5.79,5.51,657.02K,1.63%,2803
03/18/2011,5.51,5.7,5.7,5.51,128.26K,-1.61%,2802
03/21/2011,5.51,5.51,5.51,5.32,61.99K,0.00%,2801
03/22/2011,5.42,5.51,5.51,5.32,68.20K,-1.63%,2800
03/23/2011,5.51,5.42,5.51,5.32,79.76K,1.66%,2799
03/24/2011,5.32,5.42,5.51,5.32,262.29K,-3.45%,2798
03/25/2011,5.51,5.42,5.7,5.23,166.26K,3.57%,2797
03/28/2011,5.42,5.42,5.51,5.32,255.23K,-1.63%,2796
03/29/2011,5.32,5.42,5.42,5.32,173.76K,-1.85%,2795
03/30/2011,5.14,5.32,5.32,5.14,614.95K,-3.38%,2794
03/31/2011,5.32,5.23,5.32,5.14,958.82K,3.50%,2793
04/01/2011,5.42,5.42,5.51,5.32,154.81K,1.88%,2792
04/04/2011,5.51,5.42,5.51,5.32,58.13K,1.66%,2791
04/05/2011,5.51,5.51,5.51,5.42,23.02K,0.00%,2790
04/06/2011,5.32,5.42,5.42,5.32,44.11K,-3.45%,2789
04/07/2011,5.32,5.32,5.42,5.32,214.76K,0.00%,2788
04/08/2011,5.32,5.32,5.42,5.23,31.90K,0.00%,2787
04/11/2011,5.42,5.32,5.42,5.23,53.85K,1.88%,2786
04/12/2011,5.42,5.51,5.51,5.42,154.38K,0.00%,2785
04/18/2011,5.32,5.42,5.42,5.32,117.12K,-1.85%,2784
04/19/2011,5.32,5.32,5.32,5.23,23.66K,0.00%,2783
04/20/2011,5.32,5.32,5.32,5.23,53.96K,0.00%,2782
04/21/2011,5.23,5.32,5.32,5.23,131.25K,-1.69%,2781
04/25/2011,5.23,5.23,5.32,5.23,119.69K,0.00%,2780
04/26/2011,5.14,5.23,5.23,5.14,83.19K,-1.72%,2779
04/27/2011,5.14,5.14,5.32,5.04,151.81K,0.00%,2778
04/28/2011,5.04,5.14,5.23,5.04,240.67K,-1.95%,2777
04/29/2011,5.23,5.04,5.42,5.04,651.03K,3.77%,2776
05/03/2011,5.32,5.14,5.32,5.14,374.06K,1.72%,2775
05/04/2011,5.32,5.23,5.32,5.04,542.57K,0.00%,2774
05/05/2011,5.32,5.32,5.42,5.23,236.17K,0.00%,2773
05/06/2011,5.42,5.42,5.42,5.23,388.41K,1.88%,2772
05/09/2011,5.32,5.23,5.51,5.23,381.67K,-1.85%,2771
05/10/2011,5.32,5.23,5.51,5.23,2.91M,0.00%,2770
05/11/2011,5.6,5.42,5.7,5.32,2.06M,5.26%,2769
05/12/2011,6.63,5.7,6.82,5.7,15.79M,18.39%,2768
05/13/2011,6.35,6.82,6.91,6.35,5.40M,-4.22%,2767
05/16/2011,6.07,6.35,6.35,6.07,362.18K,-4.41%,2766
05/19/2011,6.26,6.26,6.45,6.16,3.04M,3.13%,2765
05/20/2011,6.45,6.35,6.45,6.26,5.75M,3.04%,2764
05/23/2011,6.26,6.45,6.54,6.16,703.38K,-2.95%,2763
05/24/2011,6.07,6.26,6.26,6.07,334.02K,-3.04%,2762
05/25/2011,6.26,6.16,6.35,6.16,1.21M,3.13%,2761
05/26/2011,5.88,6.35,6.35,5.79,709.48K,-6.07%,2760
05/27/2011,6.07,5.98,6.07,5.98,3.54M,3.23%,2759
05/30/2011,5.88,6.07,6.07,5.79,313.47K,-3.13%,2758
05/31/2011,5.79,5.88,5.88,5.79,238.21K,-1.53%,2757
06/01/2011,5.88,5.88,6.26,5.88,749.63K,1.55%,2756
06/02/2011,5.88,5.98,6.07,5.79,135.32K,0.00%,2755
06/03/2011,5.79,5.88,5.88,5.6,466.13K,-1.53%,2754
06/06/2011,5.88,5.7,5.88,5.6,166.37K,1.55%,2753
06/07/2011,6.07,5.88,6.26,5.7,1.45M,3.23%,2752
06/08/2011,5.88,5.98,5.98,5.88,263.79K,-3.13%,2751
06/09/2011,6.07,5.88,6.26,5.88,1.61M,3.23%,2750
06/10/2011,5.98,6.16,6.26,5.98,1.09M,-1.48%,2749
06/13/2011,5.88,5.88,5.98,5.88,783.35K,-1.67%,2748
06/14/2011,5.7,5.79,5.88,5.7,923.28K,-3.06%,2747
06/16/2011,5.79,5.88,5.88,5.79,1.55M,1.58%,2746
06/17/2011,5.79,5.88,5.98,5.7,758.62K,0.00%,2745
06/20/2011,5.79,5.88,6.07,5.79,570.73K,0.00%,2744
06/21/2011,5.79,5.79,5.88,5.7,206.30K,0.00%,2743
06/22/2011,5.79,5.7,5.79,5.7,146.03K,0.00%,2742
06/23/2011,5.79,5.79,5.88,5.7,2.03M,0.00%,2741
06/24/2011,5.88,5.7,5.88,5.7,463.24K,1.55%,2740
06/27/2011,5.79,5.88,5.88,5.7,2.47M,-1.53%,2739
06/28/2011,5.79,5.7,5.88,5.7,417.10K,0.00%,2738
06/29/2011,5.79,5.79,5.79,5.7,145.07K,0.00%,2737
06/30/2011,5.7,5.79,5.88,5.7,97.75K,-1.55%,2736
07/01/2011,5.6,5.7,5.79,5.6,459.82K,-1.75%,2735
07/04/2011,5.7,5.7,5.7,5.6,30.30K,1.79%,2734
07/05/2011,5.79,5.6,5.79,5.6,171.29K,1.58%,2733
07/06/2011,5.42,5.6,5.6,5.42,231.46K,-6.39%,2732
07/07/2011,5.42,5.42,5.51,5.42,26.12K,0.00%,2731
07/08/2011,5.42,5.42,5.6,5.42,65.20K,0.00%,2730
07/11/2011,5.32,5.42,5.42,5.23,369.57K,-1.85%,2729
07/12/2011,5.32,5.23,5.42,5.23,342.27K,0.00%,2728
07/13/2011,5.23,5.32,5.42,5.14,280.39K,-1.69%,2727
07/15/2011,5.23,5.14,5.42,5.14,1.14M,0.00%,2726
07/18/2011,5.14,5.32,5.51,5.14,119.59K,-1.72%,2725
07/19/2011,5.23,5.14,5.23,5.14,36.72K,1.75%,2724
07/20/2011,5.14,5.14,5.23,5.14,430.70K,-1.72%,2723
