Date,Close_Ratio_1,Trend_1,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_21,Trend_21,Close_Ratio_48,Trend_48
2014-12-01,1.0,1.0,1.0216564170168543,2.0,1.048474289506331,3.0,1.000327471513601,12.0,1.1675829246052654,23.0
2015-01-01,1.0,1.0,0.9660891313946032,2.0,0.9926962593839985,4.0,0.9324439884935459,12.0,1.0939425315391749,24.0
2015-02-01,1.0,1.0,1.0670671016865294,2.0,1.0994872799114213,5.0,1.0615660101528617,12.0,1.247930469989452,25.0
2015-03-01,1.0,0.0,1.0025397490071002,1.0,1.0667349349245463,4.0,1.0609489905606775,11.0,1.24865595630244,25.0
2015-04-01,1.0,0.0,0.9663726766740782,0.0,0.9881623751896221,3.0,0.9930002350711673,10.0,1.165009870904127,25.0
2015-05-01,1.0,0.0,1.0128114854875292,0.0,1.0077888780778013,2.0,1.01618374041929,9.0,1.1918160319305864,25.0
2015-06-01,1.0,0.0,0.9619047723897398,0.0,0.930122251281512,1.0,0.9449575187342732,8.0,1.102083889230011,25.0
2015-07-01,1.0,0.0,0.9719308830297309,0.0,0.9087500543066818,0.0,0.8999673600732112,7.0,1.0391623392638818,25.0
2015-08-01,1.0,1.0,0.9660377412811637,1.0,0.8904482369527136,1.0,0.8516054477830152,8.0,0.9673007666561207,26.0
2015-09-01,1.0,1.0,1.009754455331843,2.0,0.9365445703342377,2.0,0.8815583452132322,9.0,0.9797583601867441,27.0
2015-10-01,1.0,1.0,1.075311864572079,2.0,1.0963507069816818,3.0,1.0268366021362412,10.0,1.1323768798273466,27.0
2015-11-01,1.0,0.0,1.0181409211707917,1.0,1.1167324887086563,3.0,1.0647804624239097,10.0,1.162507544567433,27.0
2015-12-01,1.0,0.0,0.9688078269482476,0.0,1.0332360656610504,3.0,1.000938924261473,10.0,1.0822305909834313,26.0
2016-01-01,1.0,0.0,0.931343297894305,0.0,0.8993809809814259,2.0,0.8782841585468483,9.0,0.9396721172398168,25.0
2016-02-01,1.0,1.0,0.9966147790140641,1.0,0.8964677448003289,2.0,0.8787310369157002,10.0,0.9312281023357922,26.0
2016-03-01,1.0,1.0,1.0326926194131991,2.0,0.9777874701174234,2.0,0.9446678817509373,10.0,0.9904021695276091,27.0
2016-04-01,1.0,0.0,1.0058516358463299,1.0,1.0171443093382762,2.0,0.9585599785386524,10.0,0.9963056004399857,27.0
2016-05-01,1.0,0.0,0.991756522653076,0.0,1.0182954832856825,2.0,0.9476736772104626,10.0,0.9742398665786158,27.0
2016-06-01,1.0,1.0,0.9499831914501353,1.0,0.9293924215783431,3.0,0.8619164051181916,11.0,0.8765454139877843,28.0
2016-07-01,1.0,1.0,1.054144412937918,2.0,1.021703946795514,3.0,0.9604002234423022,11.0,0.969498278818031,28.0
2016-08-01,1.0,1.0,1.0059880106339043,2.0,1.0307414119361344,3.0,0.9741041018148204,11.0,0.9745820912319696,28.0
2016-09-01,1.0,1.0,0.9976448482136523,2.0,1.0260965110760885,4.0,0.9739708088174182,11.0,0.9644686841158968,28.0
2016-10-01,1.0,1.0,0.9973173414227147,2.0,1.0185006176720983,5.0,0.9702038086682662,11.0,0.9556210851783353,28.0
2016-11-01,1.0,1.0,1.0443066450175529,2.0,1.069967732049008,5.0,1.0644890920322814,11.0,1.038567779807191,28.0
2016-12-01,1.0,1.0,1.004468810408883,2.0,1.0579375739364019,5.0,1.0782562532849227,12.0,1.043960296995863,28.0
2017-01-01,1.0,1.0,1.0247725743717802,2.0,1.0808975650394337,5.0,1.1304533346065258,13.0,1.0911936146399555,29.0
2017-02-01,1.0,0.0,1.0031313756276008,1.0,1.0560715553397981,4.0,1.136101973552915,13.0,1.0914814415877248,28.0
2017-03-01,1.0,0.0,0.9795013915983777,0.0,0.9922550384383523,3.0,1.087219448297224,13.0,1.0427794794642238,27.0
2017-04-01,1.0,0.0,0.9897142682756697,0.0,0.9714509846814304,2.0,1.0602226815904547,13.0,1.0191669754818937,26.0
2017-05-01,1.0,1.0,0.9896456309226694,1.0,0.956421245373271,2.0,1.0317400642605337,13.0,0.9982531338572934,26.0
2017-06-01,1.0,1.0,1.0145222188663425,2.0,0.994023908750705,2.0,1.0546497669742223,13.0,1.0266546688153668,26.0
2017-07-01,1.0,1.0,1.014807491740516,2.0,1.028940731835837,3.0,1.084683946398101,13.0,1.0574447831087386,26.0
2017-08-01,1.0,1.0,1.0077220266099856,2.0,1.0379502562350915,4.0,1.1010288248318583,14.0,1.072287999753722,26.0
2017-09-01,1.0,1.0,1.0499219975761895,2.0,1.1108054740737217,5.0,1.2057159373679325,15.0,1.1817888299257184,26.0
2017-10-01,1.0,1.0,1.0311900006607992,2.0,1.126251224592584,5.0,1.2594607981011599,16.0,1.2532743480452584,26.0
2017-11-01,1.0,0.0,1.001278036606734,1.0,1.0828265539585349,4.0,1.2390831035705923,15.0,1.253162715293126,26.0
2017-12-01,1.0,0.0,0.9750238055615091,0.0,1.0047553927808455,3.0,1.1634656083877903,14.0,1.1920029496812476,26.0
2018-01-01,1.0,0.0,1.0170263566302775,0.0,1.0104836641612913,2.0,1.1867521134924024,14.0,1.2285853855790432,26.0
2018-02-01,1.0,0.0,0.9625733679536402,0.0,0.9421989879232917,1.0,1.0894097334721375,14.0,1.1377764447100194,26.0
2018-03-01,1.0,1.0,0.9602325488684702,1.0,0.8987041274541335,1.0,0.9955255224056871,14.0,1.049530685509588,27.0
2018-04-01,1.0,1.0,1.0054734744917444,2.0,0.9380585542291655,2.0,0.9997020238887426,14.0,1.0596421654178665,27.0
2018-05-01,1.0,1.0,1.075025162403144,2.0,1.0807937775903667,3.0,1.1458692867410911,14.0,1.225558800010634,28.0
2018-06-01,1.0,0.0,0.9598051261259223,1.0,1.012697296059547,3.0,1.047103224243,13.0,1.1287512001583764,27.0
2018-07-01,1.0,0.0,0.9807269221058175,0.0,0.9816665562303041,3.0,0.9995228958368731,12.0,1.0834201495666482,27.0
2018-08-01,1.0,0.0,0.974851262393511,0.0,0.9349066044200943,2.0,0.9486722952504244,11.0,1.02949747855893,27.0
2018-09-01,1.0,1.0,0.9658634372251107,1.0,0.8873135047220074,2.0,0.8873424502127291,11.0,0.9605419771666627,28.0
2018-10-01,1.0,0.0,1.0415599495217702,1.0,0.9963511699551102,1.0,0.9643206744560145,10.0,1.0406342195113818,27.0
2018-11-01,1.0,1.0,1.0182452454205466,1.0,1.0416095170551751,2.0,0.9987718370119124,11.0,1.0764303511925346,27.0
2018-12-01,1.0,1.0,0.9369747912628689,2.0,0.9411400859621672,3.0,0.8824527175843367,12.0,0.9496096678957702,27.0
2019-01-01,1.0,1.0,1.0768593845867493,2.0,1.0798096189909598,4.0,1.0237631236201301,13.0,1.1035588077430352,27.0
2019-02-01,1.0,0.0,1.0058598609486962,1.0,1.0585017745429866,3.0,1.0286990330392114,12.0,1.1151426507803772,26.0
2019-03-01,1.0,0.0,0.9689213746439787,0.0,0.9919785688267673,3.0,0.9640894487311195,11.0,1.048164427554021,26.0
