Date,Price,Open,High,Low,Vol.,Change %,Sorting order
09/28/2009,50.75,50.75,50.75,50.75,,0.00%,2434
09/29/2009,54,54,54,54,1.50K,6.40%,2433
09/30/2009,56,54,57,54,249.80K,3.70%,2432
10/01/2009,56.5,57,58.5,55.75,93.10K,0.89%,2431
10/02/2009,55,55,55,54,35.70K,-2.65%,2430
10/05/2009,54.5,54,54.75,54,2.50K,-0.91%,2429
10/06/2009,53,53,53,53,6.00K,-2.75%,2428
10/07/2009,52.5,52.5,52.5,52.5,0.10K,-0.94%,2427
10/08/2009,52.5,52.5,52.5,52.5,4.00K,0.00%,2426
10/09/2009,52.5,52.5,52.5,52.5,,0.00%,2425
10/12/2009,53,52.5,55,52.5,4.10K,0.95%,2424
10/13/2009,54,54,54,54,7.00K,1.89%,2423
10/14/2009,54.5,54.5,54.5,54.5,8.00K,0.93%,2422
10/15/2009,54.25,51,54.25,51,0.70K,-0.46%,2421
10/16/2009,53,53,53,53,0.10K,-2.30%,2420
10/19/2009,52.25,52,53,52,1.50K,-1.42%,2419
10/20/2009,51,51,51,51,1.50K,-2.39%,2418
10/21/2009,52,49.5,52,49.5,0.20K,1.96%,2417
10/22/2009,51,51,51,51,1.20K,-1.92%,2416
10/23/2009,51,51,51,51,1.00K,0.00%,2415
10/26/2009,51,51,51,51,,0.00%,2414
10/27/2009,52,48.5,52,48.5,0.20K,1.96%,2413
10/28/2009,54,54,54,54,0.50K,3.85%,2412
10/29/2009,54,54,54,54,,0.00%,2411
10/30/2009,54,54,54,54,,0.00%,2410
11/03/2009,55,55,55,55,0.10K,1.85%,2409
11/04/2009,50.25,49.5,51,45,40.80K,-8.64%,2408
11/05/2009,50.25,50.25,50.25,50.25,,0.00%,2407
11/06/2009,51.5,51,51.5,51,0.50K,2.49%,2406
11/09/2009,51.5,51.5,51.5,51.5,,0.00%,2405
11/10/2009,51.5,51.5,51.5,51.5,,0.00%,2404
11/11/2009,51.5,51.5,51.5,51.5,0.10K,0.00%,2403
11/12/2009,52,52,52,52,0.20K,0.97%,2402
11/13/2009,52,52,52,52,,0.00%,2401
11/16/2009,52,52,52,52,,0.00%,2400
11/17/2009,52,52,52,52,,0.00%,2399
11/18/2009,52,52,52,52,0.20K,0.00%,2398
11/19/2009,52,52,52,52,,0.00%,2397
11/20/2009,52,52,52,52,,0.00%,2396
11/23/2009,52,52,52,52,,0.00%,2395
11/24/2009,50,50,50,50,0.10K,-3.85%,2394
11/25/2009,50,50,50,50,,0.00%,2393
11/26/2009,50,50,50,50,,0.00%,2392
11/27/2009,50,50,50,50,,0.00%,2391
11/30/2009,50.75,50,51,50,1.40K,1.50%,2390
12/02/2009,49.75,49,50,49,0.80K,-1.97%,2389
12/03/2009,50.5,51,51.5,50.5,55.40K,1.51%,2388
12/04/2009,50.5,50.5,50.5,50.5,,0.00%,2387
12/07/2009,50.5,50.5,50.5,50.5,,0.00%,2386
12/08/2009,53,51.75,53,51.75,0.80K,4.95%,2385
12/09/2009,53,55,55,53,9.20K,0.00%,2384
12/10/2009,53,53,53,53,,0.00%,2383
12/11/2009,53,53,53,53,,0.00%,2382
12/14/2009,53,53,53,53,,0.00%,2381
12/15/2009,53,53,53,53,,0.00%,2380
12/16/2009,53,53,53,53,,0.00%,2379
12/17/2009,53,53,53,53,,0.00%,2378
12/18/2009,51.75,51.75,51.75,51.75,1.00K,-2.36%,2377
12/21/2009,52.25,52,54,51,5.60K,0.97%,2376
12/22/2009,51.5,52.25,52.25,50,51.10K,-1.44%,2375
12/23/2009,51,51.5,52.75,51,1.30K,-0.97%,2374
12/24/2009,51,51,51,51,0.50K,0.00%,2373
12/28/2009,51,51,51,51,,0.00%,2372
12/29/2009,53,53,53,53,0.50K,3.92%,2371
12/30/2009,53,53,53,53,,0.00%,2370
01/04/2010,53,53,53,53,,0.00%,2369
01/05/2010,53,53,53,53,,0.00%,2368
01/06/2010,53,52.5,53,52.5,15.00K,0.00%,2367
01/07/2010,50.25,52.75,52.75,50,252.30K,-5.19%,2366
01/08/2010,52,51.75,52,51.75,5.00K,3.48%,2365
01/11/2010,51.25,52,52,50,104.80K,-1.44%,2364
01/12/2010,50,51.25,51.75,49.5,105.00K,-2.44%,2363
01/13/2010,50,50,51.25,50,4.70K,0.00%,2362
01/15/2010,50,50,50,50,100.00K,0.00%,2361
01/18/2010,50.25,50,51.75,50,301.00K,0.50%,2360
01/19/2010,50,51.75,51.75,50,6.60K,-0.50%,2359
01/20/2010,50,50,50,50,6.10K,0.00%,2358
01/21/2010,50,50,50,50,12.20K,0.00%,2357
01/22/2010,51.25,50,52.25,50,15.20K,2.50%,2356
01/25/2010,51.75,51,52,51,18.10K,0.98%,2355
01/26/2010,51.25,51.25,51.25,51.25,0.10K,-0.97%,2354
01/28/2010,52.25,51.25,52.25,50.25,16.60K,1.95%,2353
02/01/2010,54,53.75,54.75,53.5,25.50K,3.35%,2352
02/02/2010,55,55,57,54.5,183.90K,1.85%,2351
02/03/2010,55,56.75,57,54.25,28.90K,0.00%,2350
02/05/2010,54.5,54.5,54.5,54.5,24.40K,-0.91%,2349
02/08/2010,57,55,58,55,80.40K,4.59%,2348
02/09/2010,56.25,56.5,56.5,55,6.90K,-1.32%,2347
02/10/2010,56.25,56.25,56.25,56.25,0.20K,0.00%,2346
02/11/2010,57,56.5,57.5,56.5,1.40K,1.33%,2345
02/12/2010,54,56.5,58,53.5,9.20K,-5.26%,2344
02/15/2010,57.75,57,58,57,2.70K,6.94%,2343
02/16/2010,57.25,58,59,57,7.60K,-0.87%,2342
02/17/2010,56.25,55,57.5,55,2.50K,-1.75%,2341
02/18/2010,55.25,55,56,55,3.00K,-1.78%,2340
02/19/2010,56.75,56.75,56.75,56.75,0.10K,2.71%,2339
02/22/2010,55.5,55.75,58.5,55,2.80K,-2.20%,2338
02/23/2010,55,55.5,55.5,55,14.20K,-0.90%,2337
02/24/2010,56.75,56.75,56.75,56.75,51.00K,3.18%,2336
02/25/2010,56.75,56.75,56.75,56.75,11.80K,0.00%,2335
02/26/2010,56.75,56.75,56.75,56.75,,0.00%,2334
03/01/2010,56.75,55,58,55,2.10K,0.00%,2333
03/02/2010,55,56,56,55,33.60K,-3.08%,2332
03/03/2010,51.75,55,55,50,36.50K,-5.91%,2331
03/04/2010,54.75,52,55,52,19.90K,5.80%,2330
03/05/2010,56.5,54.75,58,54.75,5.20K,3.20%,2329
03/08/2010,57.5,57.5,57.5,57.5,0.50K,1.77%,2328
03/09/2010,56.75,56.75,56.75,56.75,0.10K,-1.30%,2327
03/10/2010,56.75,56.5,56.75,56.5,2.00K,0.00%,2326
03/11/2010,55,55,55,55,0.10K,-3.08%,2325
03/12/2010,53.75,55,55.25,53.25,2.20K,-2.27%,2324
03/15/2010,52.25,52.25,52.25,52.25,3.50K,-2.79%,2323
03/16/2010,52.25,52.25,52.25,52.25,0.40K,0.00%,2322
03/17/2010,54,52.25,54,52.25,1.30K,3.35%,2321
03/18/2010,54,54,54,54,,0.00%,2320
03/19/2010,55,55,55,55,0.20K,1.85%,2319
03/22/2010,53,53,53,53,2.80K,-3.64%,2318
03/23/2010,52.25,52.5,52.5,52,11.40K,-1.42%,2317
03/24/2010,51,52.25,52.25,51,3.60K,-2.39%,2316
03/25/2010,53,51.25,54.75,51.25,0.20K,3.92%,2315
03/26/2010,52.75,52.75,52.75,52.75,12.50K,-0.47%,2314
03/30/2010,51.25,52,53,51.25,5.80K,-2.84%,2313
03/31/2010,53,51,53,50.25,8.40K,3.41%,2312
04/01/2010,51.5,51,53,51,9.10K,-2.83%,2311
04/05/2010,54.5,53,55,53,4.50K,5.83%,2310
04/06/2010,54.5,54.5,54.5,54.5,,0.00%,2309
04/07/2010,48,54,54.75,40,14.20K,-11.93%,2308
04/08/2010,52,52,54,51.75,6.20K,8.33%,2307
04/12/2010,51,54.5,54.5,51,15.60K,-1.92%,2306
04/15/2010,53,53,53,53,0.20K,3.92%,2305
04/16/2010,54.5,52.75,55,52.5,5.70K,2.83%,2304
04/19/2010,56.25,54.75,57,54.75,36.00K,3.21%,2303
04/20/2010,58.75,57,59.25,56,83.10K,4.44%,2302
04/21/2010,63.75,59,66,59,366.00K,8.51%,2301
04/22/2010,63,64.25,64.5,63,47.10K,-1.18%,2300
04/23/2010,65,65.25,65.75,62,21.70K,3.17%,2299
04/26/2010,69.5,66.5,70,66.5,162.10K,6.92%,2298
04/27/2010,70.25,70,73,70,65.70K,1.08%,2297
04/29/2010,70.75,72,72,70.75,32.90K,0.71%,2296
04/30/2010,71.5,70,75,70,6.50K,1.06%,2295
05/03/2010,71,71.5,74.5,70.5,4.00K,-0.70%,2294
05/04/2010,72,73.5,73.5,69.75,1.30K,1.41%,2293
05/05/2010,73.5,72,74.5,70,24.00K,2.08%,2292
05/06/2010,70.25,70,73,66,120.80K,-4.42%,2291
05/07/2010,69.25,70.5,72,68,3.50K,-1.42%,2290
05/11/2010,70.25,70.25,70.25,70.25,,1.44%,2289
05/12/2010,70,70,70,70,0.50K,-0.36%,2288
05/13/2010,69.75,70,71.25,69.75,99.10K,-0.36%,2287
05/14/2010,70,71.25,71.25,70,3.50K,0.36%,2286
05/17/2010,69.5,70,70.5,69.5,2.90K,-0.71%,2285
05/18/2010,69,69.25,69.75,68,7.10K,-0.72%,2284
05/19/2010,69.75,67.25,69.75,67,1.00K,1.09%,2283
05/20/2010,69.75,69.75,69.75,69.75,,0.00%,2282
05/21/2010,69,69,69,69,0.10K,-1.08%,2281
05/24/2010,69,69,69,69,0.40K,0.00%,2280
05/25/2010,68,68,68,68,0.30K,-1.45%,2279
05/26/2010,68,68,68,68,0.30K,0.00%,2278
05/31/2010,67.25,67,68.75,67,3.10K,-1.10%,2277
06/01/2010,67.25,67.25,67.25,67.25,,0.00%,2276
06/02/2010,70,68.5,70,68.5,97.90K,4.09%,2275
06/03/2010,74,70,79.75,70,89.20K,5.71%,2274
06/04/2010,72.75,75,77,65,33.20K,-1.69%,2273
06/07/2010,73,76,76,70,12.20K,0.34%,2272
06/08/2010,72.5,72,74,70,8.50K,-0.68%,2271
06/09/2010,74,74,74,74,0.20K,2.07%,2270
06/10/2010,74,74,74,74,,0.00%,2269
06/11/2010,72.75,73.5,73.5,70,2.90K,-1.69%,2268
06/14/2010,70.5,73.5,74.75,70,17.00K,-3.09%,2267
06/15/2010,70.5,70.5,70.5,70.5,,0.00%,2266
06/16/2010,75,70.5,75,70.5,81.50K,6.38%,2265
06/17/2010,74.25,74,75.75,72,8.80K,-1.00%,2264
06/21/2010,74.75,74,75.25,73,7.30K,0.67%,2263
06/22/2010,75,74.75,75.25,74.75,1.50K,0.33%,2262
06/23/2010,75.25,75,77,75,25.40K,0.33%,2261
06/24/2010,79,77,80,77,38.90K,4.98%,2260
06/28/2010,82.5,79,85.75,79,3.10K,4.43%,2259
06/29/2010,84,84,84,84,0.20K,1.82%,2258
06/30/2010,83.75,84,85,81,8.50K,-0.30%,2257
07/01/2010,88.25,85,90,84.5,42.10K,5.37%,2256
07/02/2010,95.75,90,100,90,133.20K,8.50%,2255
07/05/2010,97.75,100,102,95,85.60K,2.09%,2254
07/06/2010,99.5,99,100,99,2.20K,1.79%,2253
07/07/2010,94,96.5,96.5,94,2.20K,-5.53%,2252
07/08/2010,100.25,96,105,90,71.50K,6.65%,2251
07/09/2010,99.75,105,105,99.75,1.10K,-0.50%,2250
07/12/2010,95.75,95,99.75,95,1.20K,-4.01%,2249
07/13/2010,99,99.75,102,97,0.80K,3.39%,2248
07/14/2010,94,93,100,93,11.50K,-5.05%,2247
07/15/2010,99.75,99.75,99.75,99.75,2.70K,6.12%,2246
07/16/2010,99,99,99.25,99,9.20K,-0.75%,2245
07/19/2010,97.75,96,99.75,96,5.20K,-1.26%,2244
07/20/2010,98,95,98.75,95,15.00K,0.26%,2243
07/21/2010,98,98,98,98,10.40K,0.00%,2242
07/22/2010,99.75,95,105,95,10.90K,1.79%,2241
07/23/2010,104.75,103.75,104.75,102,26.10K,5.01%,2240
07/26/2010,104.25,104,104.75,104,0.50K,-0.48%,2239
07/27/2010,104.25,104.75,104.75,104,5.60K,0.00%,2238
07/28/2010,111.25,105,114.5,104.5,65.60K,6.71%,2237
07/29/2010,117.5,113.75,122.5,112.5,33.30K,5.62%,2236
07/30/2010,121,115,129.75,115,35.80K,2.98%,2235
08/02/2010,125.1,125,130,120,9.90K,3.39%,2234
08/03/2010,117.3,127,129,112,1.90K,-6.24%,2233
08/04/2010,119.8,115,120,115,3.90K,2.13%,2232
08/05/2010,117.7,110,118.9,110,1.00K,-1.75%,2231
08/06/2010,117.7,117.7,117.7,117.7,,0.00%,2230
08/09/2010,115,115,115,115,5.00K,-2.29%,2229
08/10/2010,116.5,113,118,113,10.60K,1.30%,2228
08/11/2010,122,122,122,122,0.30K,4.72%,2227
08/12/2010,117.6,120,120,114,21.50K,-3.61%,2226
08/13/2010,117.6,117.6,117.6,117.6,2.00K,0.00%,2225
08/16/2010,114.7,118,118,107,2.30K,-2.47%,2224
08/17/2010,114.7,114.7,114.7,114.7,,0.00%,2223
08/18/2010,110.7,105,114,105,7.70K,-3.49%,2222
08/19/2010,118.9,110,119,110,17.10K,7.41%,2221
08/20/2010,113.3,115,115,110,9.60K,-4.71%,2220
08/23/2010,116.4,114,119,114,2.70K,2.74%,2219
08/25/2010,118.7,118,123,118,2.20K,1.98%,2218
08/26/2010,121,121,121,121,1.00K,1.94%,2217
08/27/2010,123.1,121,125,121,6.10K,1.74%,2216
08/30/2010,122.5,123,123,122,0.20K,-0.49%,2215
08/31/2010,122.5,122.5,122.5,122.5,,0.00%,2214
09/01/2010,119,115,123,115,2.60K,-2.86%,2213
09/02/2010,120.4,108,123,108,4.20K,1.18%,2212
09/03/2010,129.2,124,130,124,5.50K,7.31%,2211
09/06/2010,133,128.5,135,125,2.40K,2.94%,2210
09/07/2010,130,130,130,130,1.00K,-2.26%,2209
09/08/2010,130.6,130,135,130,21.10K,0.46%,2208
09/09/2010,134.5,130.6,135,130.6,70.50K,2.99%,2207
09/13/2010,134.1,130,135,128,14.30K,-0.30%,2206
09/14/2010,136.5,135,140,130,46.70K,1.79%,2205
09/15/2010,137,138,138,126,3.10K,0.37%,2204
09/17/2010,148,136,149,136,42.20K,8.03%,2203
09/20/2010,148.8,148,150,148,3.00K,0.54%,2202
09/21/2010,144.5,144.5,144.5,144.5,0.10K,-2.89%,2201
09/23/2010,149.4,147,152,147,19.50K,3.39%,2200
09/24/2010,152.1,150.2,160,149.4,19.00K,1.81%,2199
09/27/2010,158.5,151,158.9,151,4.70K,4.21%,2198
09/28/2010,209,153,210,153,15.20K,31.86%,2197
09/30/2010,198.9,190,200,163,3.50K,-4.83%,2196
10/01/2010,199.8,199,200,199,2.00K,0.45%,2195
10/04/2010,199.8,199.8,199.8,199.8,,0.00%,2194
10/05/2010,197.5,170.1,197.5,170.1,0.50K,-1.15%,2193
10/06/2010,196,196,196,196,0.10K,-0.76%,2192
10/07/2010,196,196,196,196,,0.00%,2191
10/08/2010,189.1,180,189.9,180,4.40K,-3.52%,2190
10/11/2010,190.8,190,195,190,1.30K,0.90%,2189
10/12/2010,190.8,190.8,190.8,190.8,,0.00%,2188
10/13/2010,175.6,158,181,158,6.10K,-7.97%,2187
10/14/2010,175.6,175.6,175.6,175.6,0.20K,0.00%,2186
10/15/2010,175.6,175.6,175.6,175.6,,0.00%,2185
10/18/2010,172.7,170.1,178,170.1,0.30K,-1.65%,2184
10/19/2010,178,180,180,157,2.00K,3.07%,2183
10/20/2010,178,178,178,178,,0.00%,2182
10/21/2010,182.2,178.9,185,178.9,0.40K,2.36%,2181
10/25/2010,183.2,183.2,183.2,183.2,0.50K,0.55%,2180
10/26/2010,183.2,183.2,183.2,183.2,,0.00%,2179
10/27/2010,185.8,183.2,188.4,183.2,0.60K,1.42%,2178
10/28/2010,185.8,185.8,185.8,185.8,,0.00%,2177
10/29/2010,185.8,185.8,185.8,185.8,,0.00%,2176
11/01/2010,181,185,185,181,0.30K,-2.58%,2175
11/02/2010,181,181,181,181,,0.00%,2174
11/03/2010,172.9,171,172.9,171,1.90K,-4.48%,2173
11/04/2010,171.9,171.9,171.9,171.9,1.00K,-0.58%,2172
11/08/2010,171.9,171.9,171.9,171.9,,0.00%,2171
11/09/2010,171,171,171,171,0.10K,-0.52%,2170
11/10/2010,171,171,171,171,,0.00%,2169
11/11/2010,175,184,184,175,0.30K,2.34%,2168
11/12/2010,175,175,175,175,,0.00%,2167
11/15/2010,171,171,171,171,1.00K,-2.29%,2166
11/16/2010,171,171,171,171,,0.00%,2165
11/18/2010,171,171,171,171,,0.00%,2164
11/22/2010,171,171,171,171,,0.00%,2163
11/23/2010,171,171,171,171,,0.00%,2162
11/24/2010,171,171,171,171,,0.00%,2161
11/25/2010,171,171,171,171,,0.00%,2160
11/26/2010,158.2,131,170,131,3.00K,-7.49%,2159
11/29/2010,158,158,158,158,0.10K,-0.13%,2158
11/30/2010,158,158,158,158,,0.00%,2157
12/01/2010,160,165,165,160,1.20K,1.27%,2156
12/02/2010,160,160,160,160,,0.00%,2155
12/03/2010,165.4,163,171,163,7.00K,3.37%,2154
12/06/2010,173.4,169.5,174,169.5,51.50K,4.84%,2153
12/07/2010,172,172,172,172,25.00K,-0.81%,2152
12/08/2010,171.3,165,172.9,165,0.50K,-0.41%,2151
12/09/2010,166.2,152.2,170,152.2,0.90K,-2.98%,2150
12/10/2010,166.2,166.2,166.2,166.2,,0.00%,2149
12/13/2010,166.2,166.2,166.2,166.2,,0.00%,2148
12/14/2010,157,155.9,158,155.9,0.20K,-5.54%,2147
12/15/2010,155.2,158.5,158.5,155,3.30K,-1.15%,2146
12/16/2010,159,159,159,159,1.70K,2.45%,2145
12/17/2010,158,158,158,154,17.10K,-0.63%,2144
12/21/2010,158,158,158,158,,0.00%,2143
12/22/2010,155,143,155,143,0.60K,-1.90%,2142
12/23/2010,155,155,155,155,,0.00%,2141
12/24/2010,158.5,159,165,145,0.40K,2.26%,2140
12/27/2010,165,165,165,165,0.10K,4.10%,2139
12/28/2010,155,155,155,155,0.20K,-6.06%,2138
12/29/2010,157,156,160,156,63.70K,1.29%,2137
12/30/2010,157,157.2,160,155,17.60K,0.00%,2136
12/31/2010,159.9,159.9,159.9,159.9,2.00K,1.85%,2135
01/03/2011,160,152.1,165,152.1,32.30K,0.06%,2134
01/04/2011,164.9,160.1,165,160.1,80.10K,3.06%,2133
01/05/2011,163,163,163,163,5.10K,-1.15%,2132
01/06/2011,166.9,167,168,165,33.70K,2.39%,2131
01/07/2011,173.3,173.3,175,170,1.50K,3.83%,2130
01/10/2011,168.8,167,170,167,2.80K,-2.60%,2129
01/11/2011,167.3,163,168,163,1.70K,-0.89%,2128
01/12/2011,170.4,168,171,168,1.00K,1.85%,2127
01/13/2011,167,167,167,167,1.00K,-2.00%,2126
01/14/2011,167,167,167,167,,0.00%,2125
01/17/2011,167.3,161,171,161,5.50K,0.18%,2124
01/18/2011,167,167,167,167,10.00K,-0.18%,2123
01/20/2011,167.4,161,170,161,0.70K,0.24%,2122
01/21/2011,165.3,162,167,162,0.30K,-1.25%,2121
01/24/2011,168.3,167,172,165,44.20K,1.81%,2120
01/25/2011,170,170,170,165.7,1.50K,1.01%,2119
01/26/2011,174.1,174,175,171,93.10K,2.41%,2118
01/27/2011,180.2,175,205.5,175,80.90K,3.50%,2117
01/28/2011,185,183,188,183,15.10K,2.66%,2116
01/31/2011,187.4,185,194,180,38.30K,1.30%,2115
02/01/2011,181,187.4,187.5,181,4.40K,-3.42%,2114
02/02/2011,183.8,185,185,182,2.40K,1.55%,2113
02/03/2011,199.6,185,201.9,185,62.30K,8.60%,2112
02/07/2011,199,199,199.6,197.5,16.80K,-0.30%,2111
02/08/2011,193.8,199.8,199.8,180,4.50K,-2.61%,2110
02/09/2011,197.7,196,199.9,196,1.80K,2.01%,2109
02/10/2011,198,200,200,198,3.20K,0.15%,2108
02/11/2011,192.5,199,199,180.1,3.40K,-2.78%,2107
02/14/2011,197.6,194,199,194,1.80K,2.65%,2106
02/15/2011,180,180.1,180.1,180,0.60K,-8.91%,2105
02/18/2011,185,174.5,185,174.5,25.10K,2.78%,2104
02/21/2011,193,193,193,193,0.50K,4.32%,2103
02/22/2011,194.5,193.9,196,193.9,1.00K,0.78%,2102
02/23/2011,194.5,194.5,194.5,194.5,,0.00%,2101
02/24/2011,185,185,187.5,185,1.50K,-4.88%,2100
02/25/2011,186.3,170,189.8,170,12.20K,0.70%,2099
02/28/2011,187.8,182,187.9,172.1,6.40K,0.81%,2098
03/01/2011,183.1,189,189.9,175.2,1.10K,-2.50%,2097
03/03/2011,183.1,183.1,183.1,183.1,,0.00%,2096
03/04/2011,183.1,183.1,183.1,183.1,,0.00%,2095
03/07/2011,186.7,175.4,189,175.4,0.60K,1.97%,2094
03/08/2011,186.7,186.7,186.7,186.7,,0.00%,2093
03/09/2011,185,156,185,156,2.70K,-0.91%,2092
03/10/2011,185.8,185.8,185.8,185.8,0.50K,0.43%,2091
03/11/2011,167.9,162.1,169.9,162.1,1.40K,-9.63%,2090
03/14/2011,166.2,173,173,163.7,1.00K,-1.01%,2089
03/15/2011,160,172,172,160,23.20K,-3.73%,2088
03/16/2011,168,172,173,168,8.50K,5.00%,2087
03/17/2011,174.9,175,175,170,47.30K,4.11%,2086
03/18/2011,169.1,176,178,162.6,5.00K,-3.32%,2085
03/21/2011,168.7,170,170,166,0.30K,-0.24%,2084
03/22/2011,168.7,168.7,168.7,168.7,,0.00%,2083
03/23/2011,193.6,170,194,170,60.30K,14.76%,2082
03/24/2011,173.8,170,186.9,170,0.90K,-10.23%,2081
03/25/2011,178.7,188.8,188.9,176,1.90K,2.82%,2080
03/28/2011,183.9,170,186,170,2.60K,2.91%,2079
03/29/2011,188,188,188,188,1.50K,2.23%,2078
03/30/2011,188,188,188,188,,0.00%,2077
03/31/2011,180.3,161,187,161,15.90K,-4.10%,2076
04/01/2011,186,186,186,186,1.00K,3.16%,2075
04/04/2011,186,186,186,186,,0.00%,2074
04/05/2011,179.9,163.2,184,163.2,1.30K,-3.28%,2073
04/06/2011,179,179,179,179,5.00K,-0.50%,2072
04/07/2011,170.3,179,185,170,7.70K,-4.86%,2071
04/08/2011,170.3,170.3,170.3,170.3,,0.00%,2070
04/11/2011,169.5,181.9,181.9,169.5,1.00K,-0.47%,2069
04/12/2011,183,183,183,183,0.10K,7.96%,2068
04/18/2011,183,183,183,183,,0.00%,2067
04/19/2011,183,183,183,183,,0.00%,2066
04/20/2011,183,183,183,183,,0.00%,2065
04/21/2011,168.5,163.3,178,163,5.60K,-7.92%,2064
04/25/2011,163,170,170,163,1.70K,-3.26%,2063
04/26/2011,172.3,163,178.5,163,2.60K,5.71%,2062
04/27/2011,176,176,176,176,0.50K,2.15%,2061
04/28/2011,176,176,176,176,,0.00%,2060
04/29/2011,173.7,164,174.9,164,1.30K,-1.31%,2059
05/03/2011,168,168,168,168,0.50K,-3.28%,2058
05/04/2011,162.5,162.5,168,162,1.20K,-3.27%,2057
05/05/2011,169,165,169,165,0.70K,4.00%,2056
05/06/2011,162.9,155,164.5,155,1.70K,-3.61%,2055
05/09/2011,161.1,157,165,153.1,3.80K,-1.10%,2054
05/10/2011,162,162,162,162,0.10K,0.56%,2053
05/11/2011,164.4,154.6,164.4,154.6,0.20K,1.48%,2052
05/12/2011,155,155,155,155,0.10K,-5.72%,2051
05/13/2011,160.8,164.5,172,160,15.10K,3.74%,2050
05/16/2011,163.1,165,165,162,1.10K,1.43%,2049
05/19/2011,164.9,165,171.8,160,10.40K,1.10%,2048
05/20/2011,165,170,170,160,6.40K,0.06%,2047
05/23/2011,168.9,160.2,168.9,160,6.20K,2.36%,2046
05/24/2011,165.6,161,170,160.7,4.40K,-1.95%,2045
05/25/2011,161.8,160.6,165,160.6,0.80K,-2.29%,2044
05/26/2011,163.7,161.8,165,161.8,0.50K,1.17%,2043
05/27/2011,163.4,160.3,165,160.3,0.30K,-0.18%,2042
05/30/2011,163.6,160.1,165,160.1,0.70K,0.12%,2041
05/31/2011,163.6,163.6,163.6,163.6,,0.00%,2040
06/01/2011,163.6,163.6,163.6,163.6,,0.00%,2039
06/02/2011,161.5,162,163,159,1.30K,-1.28%,2038
06/03/2011,160.4,155.1,163.9,155,1.40K,-0.68%,2037
06/06/2011,153.7,142.5,142.5,142.5,0.30K,-4.18%,2036
06/07/2011,165,165,165,165,0.50K,7.35%,2035
06/08/2011,143.3,144.5,150,143,62.40K,-13.15%,2034
06/09/2011,147.8,147.5,149.8,146.9,7.50K,3.14%,2033
06/10/2011,148.6,149.8,154.7,147,11.70K,0.54%,2032
06/13/2011,151,155.9,156,151,14.70K,1.62%,2031
06/14/2011,155.6,155,160,155,9.60K,3.05%,2030
06/16/2011,153,153,153,153,6.50K,-1.67%,2029
06/17/2011,154.5,153,155,153,4.60K,0.98%,2028
06/20/2011,156.3,153,159.9,153,5.80K,1.17%,2027
06/21/2011,155,156.5,157.6,155,0.70K,-0.83%,2026
06/22/2011,155,155,159,155,4.90K,0.00%,2025
06/23/2011,153.9,155,155,153,17.70K,-0.71%,2024
06/24/2011,155,153,159,153,9.50K,0.71%,2023
06/27/2011,155.1,155,159.5,155,5.10K,0.06%,2022
06/28/2011,157.5,155,159,153.5,13.50K,1.55%,2021
06/29/2011,150,153,153,150,8.30K,-4.76%,2020
06/30/2011,154.5,131.5,155,131.5,2.00K,3.00%,2019
07/01/2011,154.5,147,154.5,147,0.20K,0.00%,2018
07/04/2011,154.9,147,155,147,1.90K,0.26%,2017
07/05/2011,154.6,154.5,155,145.2,5.90K,-0.19%,2016
07/06/2011,154.5,154,154.9,154,1.10K,-0.06%,2015
07/07/2011,151.1,154,154.5,141.3,1.20K,-2.20%,2014
07/08/2011,152,141,154,141,0.30K,0.60%,2013
07/11/2011,142.1,142.1,142.1,142.1,0.10K,-6.51%,2012
07/12/2011,152,152,152,152,0.10K,6.97%,2011
07/13/2011,152,152,152,152,,0.00%,2010
07/15/2011,147.9,137,147.9,136.1,1.10K,-2.70%,2009
07/18/2011,147.9,147.9,147.9,147.9,,0.00%,2008
07/19/2011,136,146.5,146.5,130.4,0.50K,-8.05%,2007
07/20/2011,138,138,138,138,0.40K,1.47%,2006
07/21/2011,142,142.5,142.5,142,14.50K,2.90%,2005
07/22/2011,142,142,142,142,0.20K,0.00%,2004
07/25/2011,136.8,137,137,136,0.50K,-3.66%,2003
07/26/2011,136.8,136.8,136.8,136.8,,0.00%,2002
07/27/2011,121.5,121.5,121.5,121.5,0.10K,-11.18%,2001
07/28/2011,138,138,138,138,0.20K,13.58%,2000
07/29/2011,139.4,139,140.1,139,3.30K,1.01%,1999
08/01/2011,141.2,141.2,141.2,141.2,1.00K,1.29%,1998
08/02/2011,129.5,129.5,129.5,129.5,0.10K,-8.29%,1997
08/03/2011,127.8,127.8,127.8,127.8,0.10K,-1.31%,1996
08/04/2011,127.5,123.4,128,123.4,2.30K,-0.23%,1995
08/05/2011,134.1,125,165,124,6.10K,5.18%,1994
08/08/2011,126.4,123.1,130,123.1,2.90K,-5.74%,1993
08/09/2011,128.2,127,129,127,1.30K,1.42%,1992
08/10/2011,132.5,130,132.5,128,2.30K,3.35%,1991
08/11/2011,132.5,132.5,132.5,132.5,,0.00%,1990
08/12/2011,132.5,132.5,132.5,132.5,,0.00%,1989
08/15/2011,138.9,125.1,138.9,125,0.60K,4.83%,1988
08/16/2011,138.9,138.9,138.9,138.9,,0.00%,1987
08/17/2011,136.1,134.6,139.9,134.6,1.00K,-2.02%,1986
08/18/2011,126,126.2,126.2,126,0.70K,-7.42%,1985
08/19/2011,126,126,126,126,,0.00%,1984
08/22/2011,126,127,127,126,5.10K,0.00%,1983
