Date,Open,High,Low,Close,Adj Close,Volume,2WeeksAgo,Target,Close_Ratio_1,Trend_1,Close_Ratio_4,Trend_4,Close_Ratio_50,Trend_50,Close_Ratio_100,Trend_100
2012-05-28,2.000667095184326,2.128667116165161,1.8506669998168945,1.8766670227050781,1.8766670227050781,74425500,1.99399995803833,1,1.0,1.0,0.9561010793577991,2.0,0.9524487921702525,27.0,1.0386957595730224,53.0
2012-06-04,1.8686670064926147,2.012666940689087,1.807332992553711,2.0053329467773438,2.0053329467773438,59173500,2.25266695022583,1,1.0,1.0,1.040830340210555,3.0,1.016023793081389,27.0,1.104740849034617,53.0
2012-06-11,2.02066707611084,2.066667079925537,1.9079999923706055,1.99399995803833,1.99399995803833,53521500,2.0859999656677246,1,1.0,1.0,1.014328128480675,4.0,1.0096747601421507,27.0,1.0947702663936112,53.0
2012-06-18,1.996000051498413,2.299999952316284,1.9666670560836792,2.25266695022583,2.25266695022583,157932000,2.065999984741211,0,1.0,1.0,1.1085049905995465,4.0,1.1368302054641466,28.0,1.2311539206317121,54.0
2012-06-25,2.262666940689087,2.2746670246124268,2.041332960128784,2.0859999656677246,2.0859999656677246,107992500,2.2833330631256104,1,1.0,0.0,1.0007196020737212,3.0,1.0500986522164613,27.0,1.1353698912892345,54.0
2012-07-02,2.0899999141693115,2.119999885559082,2.012666940689087,2.065999984741211,2.065999984741211,64513500,2.119333028793335,1,1.0,1.0,0.9839656790804621,3.0,1.0388452342887122,27.0,1.119851977655664,55.0
2012-07-09,2.062666893005371,2.293333053588867,2.0446670055389404,2.2833330631256104,2.2833330631256104,71070000,1.9673329591751099,0,1.0,1.0,1.0512583207412118,3.0,1.1434655941046277,28.0,1.2305711970348436,56.0
2012-07-16,2.2880001068115234,2.4000000953674316,2.070667028427124,2.119333028793335,2.119333028793335,152994000,1.8179999589920044,0,1.0,0.0,0.9909600296759805,2.0,1.05601272342553,28.0,1.1370015692137048,55.0
2012-07-23,2.069999933242798,2.086667060852051,1.8426669836044312,1.9673329591751099,1.9673329591751099,144969000,1.996000051498413,1,1.0,0.0,0.9328274936106936,2.0,0.9781951234434562,28.0,1.0517647391919305,54.0
2012-07-30,1.9673329591751099,2.016666889190674,1.7013330459594727,1.8179999589920044,1.8179999589920044,116208000,2.000667095184326,1,1.0,1.0,0.8881290565631841,2.0,0.9009753104796362,29.0,0.9697792764114256,54.0
2012-08-06,1.8366669416427612,2.059999942779541,1.8366669416427612,1.996000051498413,1.996000051498413,99064500,1.9666670560836792,0,1.0,1.0,1.0105477446522921,2.0,0.9851471582271154,29.0,1.0610437038820772,55.0
2012-08-13,1.9793330430984497,2.086667060852051,1.920667052268982,2.000667095184326,2.000667095184326,50491500,1.901332974433899,0,1.0,0.0,1.0283562469864498,2.0,0.9829613585414485,29.0,1.059851259163027,55.0
2012-08-20,2.009999990463257,2.0566670894622803,1.9333330392837524,1.9666670560836792,1.9666670560836792,84249000,1.9566669464111328,0,1.0,0.0,1.01096650790242,2.0,0.9621407809099575,28.0,1.038392558704854,54.0
2012-08-27,1.9713330268859863,1.9800000190734863,1.8666670322418213,1.901332974433899,1.901332974433899,71823000,2.0260000228881836,1,1.0,0.0,0.9670252696494857,1.0,0.9285303345263453,27.0,1.0011055161950309,53.0
2012-09-03,1.901332974433899,1.9713330268859863,1.8539999723434448,1.9566669464111328,1.9566669464111328,47800500,2.001332998275757,1,1.0,1.0,1.00017043534745,1.0,0.953708725128137,28.0,1.0270247091213387,54.0
2012-09-10,1.946666955947876,2.043333053588867,1.8200000524520874,2.0260000228881836,2.0260000228881836,99970500,1.9520000219345093,0,1.0,1.0,1.032268989595629,2.0,0.9836670711735876,28.0,1.0597638501496565,54.0
2012-09-17,2.1566669940948486,2.185333013534546,1.9693330526351929,2.001332998275757,2.001332998275757,132483000,1.9259999990463257,0,1.0,0.0,1.015218006896673,2.0,0.9697884464167698,27.0,1.043476869470342,53.0
2012-09-24,1.9673329591751099,2.068666934967041,1.8320000171661377,1.9520000219345093,1.9520000219345093,219172500,1.8426669836044312,0,1.0,0.0,0.9838709800981923,2.0,0.9451320104658337,26.0,1.0151298765136345,52.0
2012-10-01,1.9666670560836792,2.006666898727417,1.909999966621399,1.9259999990463257,1.9259999990463257,77191500,1.8493330478668213,0,1.0,0.0,0.9745319969587455,1.0,0.9320256929777592,25.0,1.0000657613072774,51.0
2012-10-08,1.9240000247955322,1.9600000381469727,1.8333330154418945,1.8426669836044312,1.8426669836044312,60367500,1.8253329992294312,0,1.0,0.0,0.9545024516559015,0.0,0.8929842268747387,24.0,0.9575247231302638,50.0
2012-10-15,1.8680000305175781,1.9326670169830322,1.7906670570373535,1.8493330478668213,1.8493330478668213,65766000,1.9279999732971191,1,1.0,0.0,0.9771905072934747,0.0,0.898868994464764,23.0,0.9620718679473944,49.0
2012-10-22,1.8660000562667847,1.9040000438690186,1.801332950592041,1.8253329992294312,1.8253329992294312,49360500,2.0213329792022705,1,1.0,1.0,0.9809223862130335,1.0,0.8908177263440223,23.0,0.9522085390369794,49.0
2012-10-29,1.8466670513153076,1.9700000286102295,1.824666976928711,1.9279999732971191,1.9279999732971191,42444000,2.122667074203491,1,1.0,1.0,1.0358166503831978,2.0,0.943180854805101,24.0,1.0066658312410353,50.0
2012-11-05,1.9866670370101929,2.136667013168335,1.9553329944610596,2.0213329792022705,2.0213329792022705,123366000,2.1419999599456787,1,1.0,1.0,1.060510621425568,3.0,0.989704567790064,24.0,1.0558387824518014,51.0
2012-11-12,2.0193328857421875,2.1413331031799316,2.010667085647583,2.122667074203491,2.122667074203491,64773000,2.254667043685913,1,1.0,1.0,1.0751310941216903,4.0,1.0403123110659878,25.0,1.1085851196128478,52.0
2012-11-19,2.138000011444092,2.231333017349243,2.113332986831665,2.1419999599456787,2.1419999599456787,55626000,2.2780001163482666,1,1.0,1.0,1.0430971333953694,4.0,1.0490400900286254,26.0,1.1178879152298191,53.0
2012-11-26,2.140000104904175,2.2860000133514404,2.101332902908325,2.254667043685913,2.254667043685913,81832500,2.253999948501587,0,1.0,1.0,1.055967656216318,4.0,1.1000379305815455,27.0,1.1737514651818823,54.0
2012-12-03,2.2593328952789307,2.3333330154418945,2.233333110809326,2.2780001163482666,2.2780001163482666,80029500,2.266666889190674,0,1.0,0.0,1.0357683662191404,3.0,1.1069071458878472,26.0,1.183462739534712,54.0
2012-12-10,2.295332908630371,2.386667013168335,2.183332920074463,2.253999948501587,2.253999948501587,116107500,2.2146670818328857,0,1.0,0.0,1.0097811604862266,2.0,1.091532462491195,26.0,1.167734432705201,54.0
2012-12-17,2.251332998275757,2.3506669998168945,2.2386670112609863,2.266666889190674,2.266666889190674,91368000,2.293333053588867,1,1.0,0.0,1.0014727788723583,1.0,1.0926644866973338,26.0,1.1698684232018355,54.0
2012-12-24,2.2426669597625732,2.299999952316284,2.200000047683716,2.2146670818328857,2.2146670818328857,29286000,2.194000005722046,0,1.0,1.0,0.9828403443247199,1.0,1.0604882461153329,27.0,1.139419584003473,54.0
2012-12-31,2.200000047683716,2.363332986831665,2.200000047683716,2.293333053588867,2.293333053588867,48085500,2.301332950592041,1,1.0,0.0,1.016022879310118,1.0,1.0927155240647515,26.0,1.1754814851827975,54.0
