Date,Open,High,Low,Close,Adj Close,Volume,3WeeksAgo,Target,Close_Ratio_1,Trend_1,Close_Ratio_6,Trend_6,Close_Ratio_50,Trend_50
1981-11-23,0.0820309966802597,0.08482100069522858,0.08035700023174286,0.08426299691200256,0.06546919047832489,134915200,0.10212100297212601,1,1.0,0.0,1.0022102450502177,2.0,0.7517643628397818,20.0
1981-11-30,0.08370500057935715,0.08537899702787399,0.08258900046348572,0.08482100069522858,0.06590268760919571,242502400,0.0976559966802597,1,1.0,1.0,1.0088470503956284,3.0,0.7623600343067848,20.0
1981-12-07,0.08537899702787399,0.0859379991889,0.08370500057935715,0.08370500057935715,0.0650356262922287,257689600,0.09877199679613113,1,1.0,1.0,1.0067110214984711,4.0,0.7625799558281878,20.0
1981-12-14,0.0820309966802597,0.10267899930477142,0.08091499656438828,0.10212100297212601,0.07934417575597763,245190400,0.08872800320386887,0,1.0,1.0,1.176857249828395,5.0,0.9392371669416912,21.0
1981-12-21,0.09821400046348572,0.09988799691200256,0.09709800034761429,0.0976559966802597,0.07587504386901855,168044800,0.08928599953651428,0,1.0,0.0,1.0903426798187894,4.0,0.9056079394783253,21.0
1981-12-28,0.09430799633264542,0.09933000057935715,0.09319200366735458,0.09877199679613113,0.07674212008714676,147660800,0.09263399988412857,0,1.0,0.0,1.074897769686654,3.0,0.922737818711254,21.0
1982-01-04,0.09877199679613113,0.09877199679613113,0.08482100069522858,0.08872800320386887,0.06893830001354218,299824000,0.09096000343561172,1,1.0,0.0,0.9578358129325081,3.0,0.8379041809933839,21.0
1982-01-11,0.08370500057935715,0.09040199965238571,0.07979899644851685,0.08928599953651428,0.06937182694673538,207424000,0.08816999942064285,0,1.0,1.0,0.9561781101913248,3.0,0.8490799048955097,22.0
1982-01-18,0.09096000343561172,0.09319200366735458,0.08872800320386887,0.09263399988412857,0.07197311520576477,166924800,0.08370500057935715,0,1.0,0.0,0.9764703612456347,2.0,0.8869428795081743,22.0
1982-01-25,0.09040199965238571,0.09151799976825714,0.08649600297212601,0.09096000343561172,0.07067251205444336,190041600,0.08370500057935715,0,1.0,0.0,0.9780014570152464,1.0,0.8747472987436676,22.0
1982-02-01,0.09096000343561172,0.09151799976825714,0.08816999942064285,0.08816999942064285,0.06850475817918777,186614400,0.08147300034761429,0,1.0,0.0,0.9643970364196954,1.0,0.8512052227671695,21.0
1982-02-08,0.08314699679613113,0.08426299691200256,0.08258900046348572,0.08370500057935715,0.0650356262922287,172569600,0.0742190033197403,0,1.0,0.0,0.9414170606580514,1.0,0.8135343047069673,21.0
1982-02-15,0.08258900046348572,0.08482100069522858,0.0820309966802597,0.08370500057935715,0.0650356262922287,101875200,0.06808000057935715,0,1.0,0.0,0.9503652125251808,1.0,0.8184169391260456,21.0
1982-02-22,0.08314699679613113,0.08314699679613113,0.08147300034761429,0.08147300034761429,0.0633014664053917,147347200,0.0742190033197403,0,1.0,0.0,0.938904858951319,0.0,0.799385161406184,21.0
1982-03-01,0.0820309966802597,0.08258900046348572,0.0742190033197403,0.0742190033197403,0.0576653853058815,177452800,0.07254499942064285,0,1.0,0.0,0.886669931638678,0.0,0.7340794782416615,20.0
1982-03-08,0.07366099953651428,0.0742190033197403,0.06808000057935715,0.06808000057935715,0.05289558693766594,243712000,0.07924100011587143,1,1.0,0.0,0.8521504017164971,0.0,0.6790572690551104,19.0
1982-03-15,0.06808000057935715,0.07477699965238571,0.06305799633264542,0.0742190033197403,0.0576653853058815,271152000,0.078125,1,1.0,1.0,0.9568393956391561,1.0,0.7468583407636253,19.0
1982-03-22,0.07979899644851685,0.08035700023174286,0.07254499942064285,0.07254499942064285,0.05636470019817352,311651200,0.07533500343561172,1,1.0,1.0,0.9582358027421828,2.0,0.7377182441174985,19.0
1982-03-29,0.0742190033197403,0.07979899644851685,0.0742190033197403,0.07924100011587143,0.061567261815071106,339651200,0.06863799691200256,0,1.0,1.0,1.0570704886797069,3.0,0.8111501606332582,19.0
1982-04-05,0.07924100011587143,0.07979899644851685,0.07756700366735458,0.078125,0.0607001818716526,211321600,0.06584800034761429,0,1.0,0.0,1.0499989761124104,3.0,0.8082211429370264,18.0
1982-04-12,0.078125,0.07868299633264542,0.07142899930477142,0.07533500343561172,0.058532457798719406,511526400,0.07254499942064285,0,1.0,0.0,1.0099766809458153,3.0,0.7877254206399632,18.0
1982-04-19,0.07477699965238571,0.07477699965238571,0.06863799691200256,0.06863799691200256,0.05332913249731064,295747200,0.06528999656438828,0,1.0,0.0,0.9190475817557736,3.0,0.7262597591029979,17.0
1982-04-26,0.0703129991889,0.07087100297212601,0.06528999656438828,0.06584800034761429,0.05116141214966774,587059200,0.06361600011587143,0,1.0,0.0,0.8984745296623186,2.0,0.7052336012787286,16.0
1982-05-03,0.06808000057935715,0.07310300320386887,0.06808000057935715,0.07254499942064285,0.05636470019817352,370809600,0.0625,0,1.0,0.0,0.9898529019822659,1.0,0.7883608704036124,15.0
1982-05-10,0.07198700308799744,0.07198700308799744,0.06528999656438828,0.06528999656438828,0.05072787031531334,355824000,0.05859399959445,0,1.0,0.0,0.9200504072296746,0.0,0.722488140598422,14.0
1982-05-17,0.06473200023174286,0.06473200023174286,0.0625,0.06361600011587143,0.04942722246050835,339987200,0.059709999710321426,0,1.0,0.0,0.9280865307356108,0.0,0.7162599169642674,14.0
1982-05-24,0.06417399644851685,0.06473200023174286,0.0625,0.0625,0.04856013134121895,177273600,0.05747799947857857,0,1.0,0.0,0.9411776673575267,0.0,0.7170297625243045,14.0
1982-05-31,0.061941999942064285,0.06305799633264542,0.05859399959445,0.05859399959445,0.04552532359957695,157942400,0.05915199965238571,1,1.0,0.0,0.9051759458808764,0.0,0.684220622622158,14.0
1982-06-07,0.05859399959445,0.06026799976825714,0.05691999942064285,0.059709999710321426,0.04639243334531784,191452800,0.05357100069522858,0,1.0,1.0,0.9372277735225399,1.0,0.7088933228511191,15.0
1982-06-14,0.059709999710321426,0.06026799976825714,0.05747799947857857,0.05747799947857857,0.04465822875499725,155971200,0.05078100040555,0,1.0,0.0,0.9392137028773035,1.0,0.6918363514725833,15.0
1982-06-21,0.05747799947857857,0.0625,0.05747799947857857,0.05915199965238571,0.04595886915922165,169680000,0.05915199965238571,0,1.0,0.0,0.982999582711768,1.0,0.7189391646710764,15.0
1982-06-28,0.05915199965238571,0.05915199965238571,0.05357100069522858,0.05357100069522858,0.041622649878263474,242435200,0.06305799633264542,1,1.0,0.0,0.9157305593002208,1.0,0.66106073885051,14.0
1982-07-05,0.05189700052142143,0.05189700052142143,0.04910700023174286,0.05078100040555,0.03945492208003998,410816000,0.06026799976825714,1,1.0,1.0,0.8980211469070931,2.0,0.6354718479682699,15.0
